id	harness	dom	kind	verdict	detail	pass
71436	zed	models-routing	other	noise	model/provider line: Removed deprecated OpenAI models.	rule
71437	zed	models-routing	feat	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	dedup-l
71438	zed	models-routing	other	noise	model/provider line: Improved output quality when using OpenAI models.	rule
71439	zed	models-routing	feat	annotated	模型 | Anthropic/OpenAI/开源 lineup+Au	dedup-l
71440	zed	models-routing	pr	noise	model/provider line: Agent: Added Mistral Ministral 3 models. 55443	rule
71441	zed	models-routing	pr	noise	model/provider line: Mistral: Added Ministral 3 models and removed	rule
71442	zed	models-routing	other	boundary	Bedrock 1M ctx — their provider	manual
71443	zed	models-routing	fix	noise	model/provider line: Fixed thinking text being badly formatted when	rule
71444	zed	models-routing	fix	noise	prose-fix: Fixed edit prediction provider menu checkmarks for	rule
71445	zed	models-routing	other	boundary	Bedrock 1M ctx — their provider	manual
71446	zed	models-routing	feat	boundary	panel layout switcher + LSP code lens (editor)	dedup-h
71447	zed	models-routing	pr	annotated	长会话分页 | Codex/OpenCode 虚拟滚动 | UI 侧	dedup-l
71448	zed	models-routing	feat	annotated	长会话分页 | Codex/OpenCode 虚拟滚动 | UI 侧	dedup-l
71449	zed	models-routing	fix	noise	model/provider line: OpenCode Go: use correct DeepSeek endpoints	rule
71450	zed	models-routing	feat	annotated	长会话分页 | Codex/OpenCode 虚拟滚动 | UI 侧	dedup-l
71451	zed	models-routing	feat	annotated	长会话分页 | Codex/OpenCode 虚拟滚动 | UI 侧	dedup-l
71452	zed	models-routing	pr	noise	model/provider line: Agent: Added DeepSeek-V4-Pro and DeepSeek-V4-Flash models. 5	rule
71453	zed	models-routing	other	noise	model/provider line: Changed OpenAI models to always use the	rule
71454	zed	models-routing	fix	noise	model/provider line: Fixed thinking summaries not showing for Claude	rule
71455	zed	models-routing	fix	noise	model/provider line: Fixed custom OpenAI models ignoring the capabilities.images	rule
71456	zed	models-routing	feat	boundary	bookmarks/git commit palette/GIF	dedup-h
71457	zed	models-routing	fix	noise	zhfix: Fixed a bug where Copilot wouldnt use	rule
71458	zed	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
71459	zed	models-routing	feat	noise	model/provider line: Added interleaved_reasoning option to OpenAI-compatible mode	rule
71460	zed	models-routing	other	noise	model/provider line: Changed to always use Responses API for	rule
71461	zed	models-routing	feat	annotated	OpenAI OAuth 登录族 | provider auth 变	dedup-l
71462	zed	models-routing	pr	noise	model-catalog: bedrock: Fixed an issue where Opus 4.7	rule
71463	zed	models-routing	feat	annotated	G5 veto 钩 | Claude Code PreToolUse	dedup-l
71464	zed	models-routing	feat	noise	model/provider line: Added Claude Opus 4.7 as an available	rule
71465	zed	models-routing	other	annotated	模型 | ~30 provider（含 claude_code/co	dedup-l
71466	zed	models-routing	pr	noise	model/provider line: Agent: Fixed calculation of Ollama model context	rule
71467	zed	models-routing	fix	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	dedup-l
71468	zed	models-routing	fix	dup	reasoning effort fix — 推理档修复已有	manual
71469	zed	models-routing	feat	noise	model/provider line: Added Claude Opus 4.7 as an available	rule
71470	zed	models-routing	fix	dup	reasoning effort — 同上dup	manual
71471	zed	models-routing	feat	annotated	开屏 | Qwen OAuth 设备流+API key+~15 pr	dedup-l
71472	zed	models-routing	feat	noise	model/provider line: Added a setting to control reasoning_effort in	rule
71473	zed	models-routing	fix	annotated	## 2. Claude Code（Anthropic · CLI/ID	dedup-l
71474	zed	models-routing	pr	annotated	Cline 压缩 1024 硬帽压死 reasoning | 待核（	dedup-l
71475	zed	models-routing	feat	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	dedup-l
71476	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71477	zed	models-routing	fix	annotated	执行 | 权限模式 6 档（default/acceptEdits/	dedup-l
71478	zed	models-routing	feat	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	dedup-l
71479	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71480	zed	models-routing	fix	noise	model/provider line: Fixed some error messages in OpenAI/Copilot Chat	rule
71481	zed	models-routing	feat	cand	delegate-parallel: parallel subagents+Vercel AI Gateway	dedup-h
71482	zed	models-routing	pr	noise	GPT-5.3-Codex BYOK	dedup-h
71483	zed	models-routing	pr	annotated	模型 | `llm`+`llm-pi-ai`+`llm-deepse	dedup-l
71484	zed	models-routing	pr	dup	thread选择时thinking mode/effort持久 — thinking persist	dedup-h
71485	zed	models-routing	feat	boundary	edit prediction providers API key	dedup-h
71486	zed	models-routing	fix	annotated	模型 | `llm`+`llm-pi-ai`+`llm-deepse	dedup-l
71487	zed	models-routing	feat	noise	model/provider line: Added GPT-5.4 and GPT-5.4-pro as available models	rule
71488	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71489	zed	models-routing	fix	annotated	执行 | "安全沙箱"（机制未公开）+per-agent 权限隔离（	dedup-l
71490	zed	models-routing	fix	noise	model/provider line: Agent: Fixed Anthropic streaming for alternative providers	rule
71491	zed	models-routing	other	annotated	## 17. Kimi Code（Moonshot · 单二进制 CLI	dedup-l
71492	zed	models-routing	pr	boundary	Zed provider thinking effort	dedup-h
71493	zed	models-routing	feat	variant	allow_extended_context Bedrock 1M	dedup-h
71494	zed	models-routing	pr	annotated	N8 | ✅ 已有 | 附着按**当前模型** `input` 模态	dedup-l
71495	zed	models-routing	other	annotated	执行 | "安全沙箱"（机制未公开）+per-agent 权限隔离（	dedup-l
71496	zed	models-routing	other	noise	model-catalog: Agent: Streamlined Bedrock model list to 39	rule
71497	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71498	zed	models-routing	pr	noise	model/provider line: Agent: Fixed agent sometimes sending invalid messages	rule
71499	zed	models-routing	fix	noise	model/provider line: Fixed an issue where editing files was	rule
71500	zed	models-routing	feat	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	dedup-l
71501	zed	models-routing	feat	noise	model/provider line: Agent: Added Claude Opus 4.6 and 4.6	rule
71502	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71503	zed	models-routing	pr	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	dedup-l
71504	zed	models-routing	pr	noise	cancel mid-thought internal	manual
71505	zed	models-routing	fix	noise	provider-meta: Edit Prediction: Fixed focus skipping provider dropdown	rule
71506	zed	models-routing	feat	annotated	**Claude Code 2.1.252→2.1.278**（~27	dedup-l
71507	zed	models-routing	other	noise	model/provider line: acp: Claude Code is now referred to	rule
71508	zed	models-routing	feat	annotated	协作 | EnterWorktree git worktree 隔离	dedup-l
71509	zed	models-routing	fix	dup	disabled时Copilot仍给建议修复 — provider off	dedup-h
71510	zed	models-routing	feat	noise	model/provider line: Added Claude Opus 4.6	rule
71511	zed	models-routing	feat	boundary	BYOK 1M ctx — their provider	manual
71512	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71513	zed	models-routing	other	annotated	**子 agent 域核查**：abort 不级联 delegate j	dedup-l
71514	zed	models-routing	pr	annotated	模型 | 多厂 lineup+TRAE Auto Model 路由+	dedup-l
71515	zed	models-routing	fix	noise	无AI provider时commit按钮disabled非hidden	dedup-h
71516	zed	models-routing	fix	noise	model-catalog: Fixed Anthropic models not appearing in the	rule
71517	zed	models-routing	other	noise	model/provider line: Agent: Improved the settings configuration page for	rule
71518	zed	models-routing	feat	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	dedup-l
71519	zed	models-routing	pr	annotated	模型 | 多厂 lineup+TRAE Auto Model 路由+	dedup-l
71520	zed	models-routing	feat	dup	/responses端点支持 — provider transport	dedup-h
71521	zed	models-routing	other	noise	model/provider line: Agent: Updated context lengths for several Mistral	rule
71522	zed	models-routing	feat	boundary	Bedrock API keys(bearer)auth	dedup-h
71523	zed	models-routing	other	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71524	zed	models-routing	feat	annotated	- M95 本地模型自动发现（Ollama/DNS-SD）；M96 al	dedup-l
71525	zed	models-routing	pr	annotated	模型 | GLM/DeepSeek 内建+企业自注册模型（OpenA	dedup-l
71526	zed	models-routing	feat	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	dedup-l
71527	zed	models-routing	feat	boundary	palette history/git remotes(editor)	dedup-h
71528	zed	models-routing	feat	noise	Grok 4.1 Fast 2M	dedup-h
71529	zed	models-routing	other	noise	model/provider line: Agent: Extended 2M token context to existing	rule
71530	zed	models-routing	feat	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71531	zed	models-routing	pr	annotated	- **终端铃（turn 完成/待批准提醒，opt-in）** → **	dedup-l
71532	zed	models-routing	other	noise	model-catalog: Bedrock: Updated cross-region-inference endpoint and model l	rule
71533	zed	models-routing	pr	noise	DeepSeek reasoning tools internal	manual
71534	zed	models-routing	feat	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	dedup-l
71535	zed	models-routing	feat	boundary	rainbow brackets/uv检测	dedup-h
71536	zed	models-routing	feat	annotated	模型 | 多厂 lineup+TRAE Auto Model 路由+	dedup-l
71537	zed	models-routing	feat	dup	per external agent默认model — agent model default	dedup-h
71538	zed	models-routing	perf	boundary	rainbow brackets/uv检测	dedup-h
71539	zed	models-routing	feat	annotated	模型 | 多厂 lineup+TRAE Auto Model 路由+	dedup-l
71540	zed	models-routing	pr	noise	model/provider line: Agent: Added automatic retries for OpenAI-compatible LLM	rule
71541	zed	models-routing	pr	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	dedup-l
71542	zed	models-routing	feat	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	dedup-l
71543	zed	models-routing	other	boundary	Gemini 3 OpenRouter — their provider	manual
71544	zed	models-routing	feat	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	dedup-l
71545	zed	models-routing	feat	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	dedup-l
71546	zed	models-routing	feat	noise	provider/模型目录更新	dedup-l
71547	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71548	zed	models-routing	other	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	dedup-l
71549	zed	models-routing	feat	dup	macOS file URL clipboard插实际路径 — clipboard	dedup-h
71550	zed	models-routing	pr	noise	Ollama tool calling internal	manual
71551	zed	models-routing	feat	dup	thought signatures gemini tools — 签名已有	manual
71552	zed	models-routing	pr	annotated	**缺口小结**: 可迁移 = **AUTO 两段式 LLM 分类器**	dedup-l
71553	zed	models-routing	pr	noise	model/provider line: Agent: Added a button for refreshing available	rule
71554	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71555	zed	models-routing	pr	noise	model/provider line: Agent: Fixed duplicate Region field in Bedrock	rule
71556	zed	models-routing	other	noise	model/provider line: api_url: https://codestral.mistral.ai	rule
71557	zed	models-routing	perf	boundary	Claude Haiku+git stash view	dedup-h
71558	zed	models-routing	pr	noise	model/provider line: Agent: Added Claude Haiku 4.5. 40298 thanks	rule
71559	zed	models-routing	fix	annotated	执行 | reflection 回路（≤3 次：edit 解析失败/	dedup-l
71560	zed	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
71561	zed	models-routing	other	noise	prose noise	manual
71562	zed	models-routing	feat	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	dedup-l
71563	zed	models-routing	other	noise	titleline: Using a non-Zed provider	rule
71564	zed	models-routing	other	noise	titleline: Unpin Gemini CLI on Windows.	rule
71565	zed	models-routing	other	noise	titleline: Unpin Gemini CLI on Windows	rule
71566	zed	models-routing	fix	noise	preview quiet注记	dedup-h
71567	zed	models-routing	feat	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71568	zed	models-routing	pr	dup	agent login on remotes fix — 远程登录已有	manual
71569	zed	models-routing	feat	annotated	M140 Fast Context 子代理 | **MISSING*	dedup-l
71570	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71571	zed	models-routing	pr	dup	gemini profile refusal fix — 兼容修复已有	manual
71572	zed	models-routing	fix	noise	model/provider line: Fixed an issue where Ollama model parameters	rule
71573	zed	models-routing	feat	annotated	**Claude Code 2.1.252→2.1.278**（~27	dedup-l
71574	zed	models-routing	other	noise	model/provider line: Claude Sonnet 4.5 and 4.5 Thinking are	rule
71575	zed	models-routing	pr	annotated	模型 | ~200 provider 目录+BYOK+cline 托	dedup-l
71576	zed	models-routing	pr	noise	provider-meta: Agent: Fixed handling of changes to LLM	rule
71577	zed	models-routing	fix	noise	mistral-nemo Ollama	dedup-h
71578	zed	models-routing	other	noise	model/provider line: Ollama: Improved format when returning tool results	rule
71579	zed	models-routing	other	dup	ACP uses proxy settings — 代理沿用已有	manual
71580	zed	models-routing	fix	annotated	会话 API 200 空体不重试/单次 failover 408 |	dedup-l
71581	zed	models-routing	fix	noise	empty delta skip internal	manual
71582	zed	models-routing	pr	noise	mistral-nemo Ollama	dedup-h
71583	zed	models-routing	fix	noise	empty delta skip internal	manual
71584	zed	models-routing	fix	annotated	provider 连接测试 | Cline `doctor` / 各	dedup-l
71585	zed	models-routing	other	noise	model/provider line: Improved tool compatibility with OpenAI API-compatible provi	rule
71586	zed	models-routing	feat	annotated	## 24. DSH（DeepSeek 上游，本仓深度托管身体 · MI	dedup-l
71587	zed	models-routing	fix	dup	subprocess leak on quit — 子进程泄漏已有	manual
71588	zed	models-routing	fix	dup	subprocess leak — 同上dup	manual
71589	zed	models-routing	other	annotated	## 2. Claude Code（Anthropic · CLI/ID	dedup-l
71590	zed	models-routing	fix	annotated	扩展 | agents/modes/commands md 文件定义	dedup-l
71591	zed	models-routing	feat	boundary	ACP launch注记	dedup-h
71592	zed	models-routing	other	noise	model/provider line: Improved tool compatibility with OpenAI API-compatible provi	rule
71593	zed	models-routing	feat	annotated	会话 API 200 空体不重试/单次 failover 408 |	dedup-l
71594	zed	models-routing	feat	boundary	Python venv propagation等Zed改进	dedup-h
71595	zed	models-routing	pr	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	dedup-l
71596	zed	models-routing	fix	noise	prose-fix: Fixed use of Open WebUI as an	rule
71597	zed	models-routing	fix	annotated	执行 | 模式 Agent/Ask/Plan/custom；队列消息	dedup-l
71598	zed	models-routing	fix	noise	pr-meta: bedrock: Fixed inference config errors causing Opus	rule
71599	zed	models-routing	fix	noise	pr-meta: bedrock: Fixed an issue which prevented Rules	rule
71600	zed	models-routing	fix	noise	pr-meta: bedrock: Fixed inference config errors causing Opus	rule
71601	zed	models-routing	fix	noise	pr-meta: bedrock: Fixed an issue which prevented Rules	rule
71602	zed	models-routing	other	annotated	## 11. Gemini CLI（Google · CLI + a2a	dedup-l
71603	zed	models-routing	other	noise	config fragment	manual
71604	zed	models-routing	fix	noise	model/provider line: Fixed an issue where models with the	rule
71605	zed	models-routing	fix	noise	grok-code tool internal	manual
71606	zed	models-routing	feat	annotated	## 11. Gemini CLI（Google · CLI + a2a	dedup-l
71607	zed	models-routing	feat	boundary	Python venv propagation等Zed改进	dedup-h
71608	zed	models-routing	other	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
71609	zed	models-routing	fix	noise	model/provider line: Fixed OpenAI error response parsing in some	rule
71610	zed	models-routing	perf	boundary	OS-specific settings/edit prediction延迟	dedup-h
71611	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71612	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71613	zed	models-routing	other	noise	pr-meta: Agent: OpenAI-compatible models now have configurable capabi	rule
71614	zed	models-routing	feat	noise	model/provider line: Added a setting to control reasoning_effort in	rule
71615	zed	models-routing	other	noise	model/provider line: openai:	rule
71616	zed	models-routing	other	noise	model/provider line: name: gpt-5-mini	rule
71617	zed	models-routing	fix	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	dedup-l
71618	zed	models-routing	other	noise	pr-meta: OpenAI-compatible models now have configurable capabilities.	rule
71619	zed	models-routing	fix	noise	model/provider line: Fixed OpenAI-compatible providers that dont support prompt	rule
71620	zed	models-routing	perf	boundary	vision+project search(editor wave)	dedup-h
71621	zed	models-routing	feat	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	dedup-l
71622	zed	models-routing	other	noise	model/provider line: Improved prompt caching for OpenAI models.	rule
71623	zed	models-routing	feat	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	dedup-l
71624	zed	models-routing	other	noise	model/provider line: Improved prompt caching for OpenAI models	rule
71625	zed	models-routing	feat	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	dedup-l
71626	zed	models-routing	fix	noise	model/provider line: Fixed unnecessary Ollama model loading. 35032 thanks	rule
71627	zed	models-routing	feat	annotated	**Claude Code 2.1.252→2.1.278**（~27	dedup-l
71628	zed	models-routing	fix	boundary	Magistral/screen selector	dedup-h
71629	zed	models-routing	feat	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	dedup-l
71630	zed	models-routing	other	noise	model/provider line: Improved Bedrock streaming by eliminating response buffering	rule
71631	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71632	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71633	zed	models-routing	fix	noise	Start New Thread不切换修复	dedup-h
71634	zed	models-routing	pr	annotated	扩展 | plugin SDK 全面（harness/provide	dedup-l
71635	zed	models-routing	pr	annotated	扩展 | plugin SDK 全面（harness/provide	dedup-l
71636	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71637	zed	models-routing	other	boundary	ui-polish: agent: Improved design in the provider section	rule
71638	zed	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
71639	zed	models-routing	feat	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
71640	zed	models-routing	fix	noise	model/provider line: Fixed Bedrock bug causing streaming responses to	rule
71641	zed	models-routing	fix	noise	model/provider line: Fixed an issue where Anthropic requests would	rule
71642	zed	models-routing	fix	noise	zhfix: Fixed an issue where Gemini Models would	rule
71643	zed	models-routing	other	annotated	**缺口小结**: 真实可迁移缺口 = **agent teams（常驻	dedup-l
71644	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71645	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71646	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71647	zed	models-routing	pr	noise	model/provider line: Agent: Fixed DeepSeek R1 errors for reasoning	rule
71648	zed	models-routing	pr	annotated	输入 | Agent 面板 composer + inline ed	dedup-l
71649	zed	models-routing	pr	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	dedup-l
71650	zed	models-routing	pr	noise	ui fix	manual
71651	zed	models-routing	feat	boundary	inline color preview/Vercel provider	dedup-h
71652	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71653	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71654	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71655	zed	models-routing	other	noise	model/provider line: Agent: Updated to latest Gemini 2.5 models.	rule
71656	zed	models-routing	other	dup	gemini diff format edits — diff编辑已有	manual
71657	zed	models-routing	fix	noise	zhfix: Fixed an issue where the Supermaven completion	rule
71658	zed	models-routing	feat	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71659	zed	models-routing	pr	annotated	协作 | 内置 general-purpose+Explore su	dedup-l
71660	zed	models-routing	perf	noise	prose-fix: Removed PromptTokensDetails from Usage as Gemini no	rule
71661	zed	models-routing	pr	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	dedup-l
71662	zed	models-routing	fix	boundary	native debugger/zed --diff	dedup-h
71663	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71664	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71665	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71666	zed	models-routing	feat	annotated	兼容 agent 目录 | Cursor `.cursor/agen	dedup-l
71667	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71668	zed	models-routing	pr	dup	max_tokens display fix — 显示修复已有	manual
71669	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71670	zed	models-routing	pr	dup	claude multi-image fail fix — 多图修复已有	manual
71671	zed	models-routing	pr	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	dedup-l
71672	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71673	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71674	zed	models-routing	other	noise	model/provider line: Ollama: Changed models to be sorted by	rule
71675	zed	models-routing	other	noise	model/provider line: Ollama: Updated default model context to 4096	rule
71676	zed	models-routing	other	noise	model-provider-add: Updated the Zed provider to fetch the	rule
71677	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71678	zed	models-routing	other	noise	model-provider-add: Updated Google Gemini client to match the	rule
71679	zed	models-routing	fix	noise	model-catalog: Fixed a bug where not all provider	rule
71680	zed	models-routing	fix	noise	model/provider line: Fixed an issue with the assistant settings	rule
71681	zed	models-routing	feat	noise	model/provider line: Added handling for stop_reason: refusal from Claude	rule
71682	zed	models-routing	feat	annotated	**Claude Code 2.1.252→2.1.278**（~27	dedup-l
71683	zed	models-routing	feat	annotated	上下文 | 上下文文件拦截注入标记（`_scan_context_c	dedup-l
71684	zed	models-routing	feat	annotated	N8 | ✅ 已有 | 附着按**当前模型** `input` 模态	dedup-l
71685	zed	models-routing	pr	noise	model/provider line: Agent: Fixed Amazon Bedrock settings link buttons	rule
71686	zed	models-routing	fix	noise	model/provider line: Fixed an issue where the o1 model	rule
71687	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71688	zed	models-routing	pr	dup	gemini tool use fix — 工具修复已有	manual
71689	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71690	zed	models-routing	other	boundary	provider collapse UI — their UI	manual
71691	zed	models-routing	fix	annotated	持久化 | 会话+索引对象+usage 统计（per-seat to	dedup-l
71692	zed	models-routing	pr	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71693	zed	models-routing	feat	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71694	zed	models-routing	other	noise	model/provider line: Ollama models no longer require the supports_tools	rule
71695	zed	models-routing	other	dup	per-provider temperature — 温度配置已有	manual
71696	zed	models-routing	other	boundary	saas-billing: Agent Beta: Changed Zed Pro trial upsell	rule
71697	zed	models-routing	other	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	dedup-l
71698	zed	models-routing	feat	annotated	模型 | ~30 provider（含 claude_code/co	dedup-l
71699	zed	models-routing	feat	boundary	Copilot Chat gpt-4.1/o4-mini tool calling	dedup-h
71700	zed	models-routing	fix	annotated	- provider-native web search 默认开、mid	dedup-l
71701	zed	models-routing	pr	annotated	会话 | Fork 自任一已完成 assistant 消息（继承历史	dedup-l
71702	zed	models-routing	fix	noise	zhfix: Fixed a bug that would sometimes cause	rule
71703	zed	models-routing	other	noise	model/provider line: Agent Beta: Changed the default fast model	rule
71704	zed	models-routing	fix	noise	model/provider line: Agent Beta: Fixed a regression that rendered	rule
71705	zed	models-routing	feat	annotated	会话 | Fork 自任一已完成 assistant 消息（继承历史	dedup-l
71706	zed	models-routing	fix	dup	inline assistant gemini fix — 兼容修复已有	manual
71707	zed	models-routing	feat	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	dedup-l
71708	zed	models-routing	feat	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	dedup-l
71709	zed	models-routing	feat	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71710	zed	models-routing	feat	boundary	Gemini images context	dedup-h
71711	zed	models-routing	fix	noise	fix prose	manual
71712	zed	models-routing	feat	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	dedup-l
71713	zed	models-routing	perf	noise	prose-fix: Improved the performance of Gemini models.	rule
71714	zed	models-routing	fix	noise	model/provider line: Fixed an issue with using non-streaming Copilot	rule
71715	zed	models-routing	other	dup	MCP gemini compat — 兼容已有	manual
71716	zed	models-routing	other	annotated	协作 | 内置 general-purpose+Explore su	dedup-l
71717	zed	models-routing	fix	noise	zhfix: Fixed an issue where Gemini requests would	rule
71718	zed	models-routing	feat	noise	Copilot Chat Gemini 2.5 Pro	dedup-h
71719	zed	models-routing	feat	noise	GPT-4.1系列add	dedup-h
71720	zed	models-routing	fix	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71721	zed	models-routing	other	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
71722	zed	models-routing	feat	noise	provider/模型目录更新	dedup-l
71723	zed	models-routing	feat	annotated	根级兼容指令文件 | Crush 兼容装载（CLAUDE/GEMIN	dedup-l
71724	zed	models-routing	feat	annotated	文件监听资源占用/搜索中输入/滚动位置/消息宽度/空 thinkin	dedup-l
71725	zed	models-routing	feat	annotated	**Claude Code 2.1.252→2.1.278**（~27	dedup-l
71726	zed	models-routing	feat	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
71727	zed	models-routing	feat	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	dedup-l
71728	zed	models-routing	feat	annotated	会话 | Fork 自任一已完成 assistant 消息（继承历史	dedup-l
71729	zed	models-routing	feat	annotated	根级兼容指令文件 | Crush 兼容装载（CLAUDE/GEMIN	dedup-l
71730	zed	models-routing	feat	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	dedup-l
71731	zed	models-routing	other	annotated	模型 | models.dev 目录+~20 provider 包懒	dedup-l
71732	zed	models-routing	fix	noise	pr-meta: Fixed an issue where the Bedrock model	rule
71733	zed	models-routing	feat	annotated	根级兼容指令文件 | Crush 兼容装载（CLAUDE/GEMIN	dedup-l
71734	zed	models-routing	feat	annotated	## 19. Mistral Vibe（Mistral · Textua	dedup-l
71735	zed	models-routing	other	noise	prose-fix: Improved redaction of Google Gemini keys from	rule
71736	zed	models-routing	feat	noise	model/provider line: Added Claude Sonnet 3.7 to Zed AI.	rule
71737	zed	models-routing	feat	noise	model/provider line: Added Claude Sonnet 3.7 to GitHub Copilot	rule
