idx	score	cluster	src	verdict	detail	pass
3371	8	models-routing	s8	noise	GLM-5 z.ai/OpenRouter	manual
3372	8	models-routing	s8	noise	docs/telegram.md	manual
3373	8	models-routing	s8	boundary	Bedrock login/custom endpoint/GPT-5.6 Sol	manual
3374	8	models-routing	s8	noise	gemini-3.1-pro-preview	manual
3375	8	models-routing	s8	dup	models.json modelOverrides(同1141) — config override	manual
3376	8	models-routing	s8	dup	pi auth check preflight+可选credential输出 — auth check	manual
3377	8	models-routing	s8	boundary	GPT-5.1 priority processing	manual
3378	8	models-routing	s8	dup	sessions ps+live-state API列运行中sessions — session list	manual
3379	8	models-routing	s8	cand	http-headers: language_models.<provider>.custom_headers	manual
3380	8	models-routing	s8	noise	Copilot Chat o1/Claude 3.5	manual
3381	8	models-routing	s8	boundary	edit prediction providers API key	manual
3382	8	models-routing	s8	cand	transport-cfg: transport setting(sse/websocket/auto)per-provider	manual
3383	8	models-routing	s8	noise	Gemini 2.5 thinking config	manual
3384	8	models-routing	s8	dup	SDK reasoning effort/models/usage控制 — SDK surface	manual
3385	8	models-routing	s8	dup	同1599 SSE retry delays — retry config	manual
3386	8	models-routing	s8	boundary	Gemini images context	manual
3387	8	models-routing	s8	boundary	Copilot Chat gpt-4.1/o4-mini tool calling	manual
3388	8	models-routing	s8	variant	allow_extended_context Bedrock 1M	manual
3389	8	models-routing	s8	dup	thread选择时thinking mode/effort持久 — thinking persist	manual
3390	8	models-routing	s8	noise	GPT-5.3-Codex BYOK	manual
3391	8	models-routing	s8	noise	Grok 4.1 Fast 2M	manual
3392	8	models-routing	s8	boundary	Zed provider thinking effort	manual
3393	8	models-routing	s8	noise	mistral-nemo Ollama	manual
3394	8	models-routing	s8	cand	model-param: params.context1m:true→1M beta header(Opus/Sonnet)	manual
3395	8	models-routing	s8	dup	Claude CLI structured output提取嵌套API错误 — error surface	manual
3396	8	models-routing	s8	dup	Codex final-answer partials→live previews+ACP metadata SQLite — stream preview	manual
3397	8	models-routing	s8	dup	gpt-5.4-mini有function tools时omit reasoning_effort — param compat	manual
3398	8	models-routing	s8	dup	fallback classification限current attempt — error scoping	manual
3399	8	models-routing	s8	dup	phaseless OpenAI WS text buffer到real phase — stream ordering	manual
3400	8	models-routing	s8	dup	"input item ID does not belong"归replay类错误 — error classify	manual
3401	8	models-routing	s8	dup	custom provider keys决定media/image/video工具可用 — capability gate	manual
3402	8	models-routing	s8	dup	video reference-audio参数按provider能力显示 — param gating	manual
3403	8	models-routing	s8	dup	fallback model metadata保持typed(params/caps/limits) — metadata typing	manual
3404	8	models-routing	s8	dup	context-build时sanitize tool results+CCA tool IDs — sanitize已实装	manual
3405	8	models-routing	s8	boundary	Baseten(同1595)	manual
3406	8	models-routing	s8	boundary	Crestodian first-run/planner fallback	manual
3407	8	models-routing	s8	dup	cache_control breakpoint在last tool definition — cache breakpoint	manual
3408	8	models-routing	s8	dup	Claude Code/OpenCode不再问从不读的API key — auth honesty	manual
3409	8	models-routing	s8	dup	同3408(重复)	manual
3410	8	models-routing	s8	boundary	@openclaw/codex私有task-runtime SDK helper	manual
3411	8	models-routing	s8	boundary	PWA/Web Push/Crestodian first-run	manual
3412	8	models-routing	s8	dup	i18n用installed workspace runtime刷locales — locale refresh	manual
3413	8	models-routing	s8	dup	disabled时Copilot仍给建议修复 — provider off	manual
3414	8	models-routing	s8	dup	cost data upstream format误传修复 — stream format	manual
3415	8	models-routing	s8	boundary	DeepInfra bundled provider	manual
3416	8	models-routing	s8	dup	custom DeepSeek V4 thinking兼容 — compat	manual
3417	8	models-routing	s8	boundary	默认workspace ~/Documents/Qwen首启	manual
3418	8	models-routing	s8	dup	Discord model picker alpha-bucket select — picker paging	manual
3419	8	models-routing	s8	dup	/model autocomplete匹配provider/model queries — completion	manual
3420	8	models-routing	s8	dup	qwen-chat-template compat mode — provider compat	manual
3421	8	models-routing	s8	dup	compat.supportsEagerToolInputStreaming等接受 — config accept	manual
3422	8	models-routing	s8	dup	errored assistant messages后orphaned tool results修复 — transcript hygiene	manual
3423	8	models-routing	s8	dup	npx fresh install quick-start lane — onboarding	manual
3424	8	models-routing	s8	cand	provider-ext: extensions注册完整pi-ai providers(auth/refresh/filter)	manual
3425	8	models-routing	s8	noise	GPT-5.1系列	manual
3426	8	models-routing	s8	dup	startup/restart/migration/auth/fallback/streaming可靠性 — reliability	manual
3427	8	models-routing	s8	boundary	VoiceClaw realtime brain WS(Gemini Live)	manual
3428	8	models-routing	s8	dup	provider usage缺失时从transcripts估context usage — usage estimate	manual
3429	8	models-routing	s8	cand	api-gate: /v1/chat/completions端点默认禁用(显式enable)	manual
3430	8	models-routing	s8	variant	Gemini 1.5 Pro diff-fenced edit format	manual
3431	8	models-routing	s8	dup	Google aliases解析传实际runtime id — alias resolve	manual
3432	8	models-routing	s8	boundary	Gradium TTS provider	manual
3433	8	models-routing	s8	dup	image base URLs不再推断private-network access — SSRF hygiene	manual
3434	8	models-routing	s8	dup	provider fallback前warn记录失败候选 — fallback logging	manual
3435	8	models-routing	s8	boundary	External Context Provider profiles+qwen review flags	manual
3436	8	models-routing	s8	boundary	Kimi内置provider(国际/中国端点)	manual
3437	8	models-routing	s8	dup	pi-ai provider modules lazy-load — startup perf	manual
3438	8	models-routing	s8	dup	/model跨CLI/Telegram/Discord/Slack切换 — model switch	manual
3439	8	models-routing	s8	boundary	recipe config指定provider/model	manual
3440	8	models-routing	s8	boundary	Ollama节点自动发现	manual
3441	8	models-routing	s8	noise	GPT-5.2-Codex命名	manual
3442	8	models-routing	s8	cand	model-scope: configurable model-selection scopes	manual
3443	8	models-routing	s8	dup	ModelRegistry管理discovery+API key解析 — registry	manual
3444	8	models-routing	s8	boundary	DashScope中国/全球端点	manual
3445	8	models-routing	s8	noise	GPT-5.6兼容/Tencent Hy3	manual
3446	8	models-routing	s8	dup	chat/CLI加的Codex models保留provider metadata — metadata	manual
3447	8	models-routing	s8	dup	bare Google API roots归一化 — url normalize	manual
3448	8	models-routing	s8	dup	Codex WS/SSE bounded waits+retry.provider.maxRetries — retry bounds	manual
3449	8	models-routing	s8	dup	无credentials时welcome显示Connect a model — onboarding	manual
3450	8	models-routing	s8	noise	GPT-5.4 272K	manual
3451	8	models-routing	s8	dup	codex logout清auth.json凭据说明 — auth logout	manual
3452	8	models-routing	s8	boundary	官方provider packages(BytePlus/ComfyUI/Mistral等)	manual
3453	8	models-routing	s8	dup	Ollama可变context lengths+max_tokens可配 — context config	manual
3454	8	models-routing	s8	dup	Ollama provider-policy defaults先行于config validation — discovery order	manual
3455	8	models-routing	s8	dup	/api/show context-window/capability缓存 — discovery cache	manual
3456	8	models-routing	s8	dup	Codex audio transcription路由 — media routing	manual
3457	8	models-routing	s8	dup	OpenAI Responses自动用native web_search — native tools	manual
3458	8	models-routing	s8	variant	openai/chat-latest显式override	manual
3459	8	models-routing	s8	boundary	Xiaomi Token Plan	manual
3460	8	models-routing	s8	dup	fallback后自动恢复primary provider — fallback restore	manual
3461	8	models-routing	s8	boundary	inbound.reply.agent.kind只接"pi"(Pi限定)	manual
3462	8	models-routing	s8	cand	context-probe: 无显式limit时context-overflow不再stepdown探测	manual
3463	8	models-routing	s8	dup	OpenAI-compatible TTS/Realtime/OpenRouter replay修复 — provider fixes	manual
3464	8	models-routing	s8	boundary	Claude CLI backend从onboarding移除	manual
3465	8	models-routing	s8	noise	sonnet-4.6/4.5 Copilot catalog	manual
3466	8	models-routing	s8	boundary	Deepgram/ElevenLabs/Mistral STT	manual
3467	8	models-routing	s8	boundary	inferrs string-content兼容	manual
3468	8	models-routing	s8	noise	Qwen/Fireworks/StepFun bundled	manual
3469	8	models-routing	s8	dup	/config reasoning effort五级(auto/low..) — reasoning UI	manual
3470	8	models-routing	s8	boundary	API key onboarding刷新	manual
3471	8	models-routing	s8	noise	同3471 catalog刷新	manual
3472	8	models-routing	s8	noise	deprecated entries移除	manual
3473	8	models-routing	s8	dup	context满自动force-compact恢复 — overflow recovery	manual
3474	8	models-routing	s8	dup	web search key audit认Gemini/xAI/Kimi/Moonshot/OpenRouter凭据 — audit coverage	manual
3475	8	models-routing	s8	boundary	MoA ensemble各model reasoning可见	manual
3476	8	models-routing	s8	boundary	pi-ai/base+pi-agent-core选择性entry points	manual
3477	8	models-routing	s8	dup	size-triggered microcompaction清旧tool results向low watermark — microcompaction	manual
3478	8	models-routing	s8	dup	/status cost+/cost+auth snippet+usage windows — status	manual
3479	8	models-routing	s8	dup	/status Runner:字段(embedded Pi/CLI/...) — status detail	manual
3480	8	models-routing	s8	boundary	tts.providers registry+Piper local TTS	manual
3481	8	models-routing	s8	dup	voice-note delivery保留 — media delivery	manual
3482	8	models-routing	s8	boundary	provider-agnostic Talk config	manual
3483	8	models-routing	s8	boundary	xAI/Alibaba Wan/Runway video providers	manual
3484	8	models-routing	s8	dup	scrollintoview action+tool param aliases+xhigh thinking — tools	manual
3485	8	models-routing	s8	dup	video live tests bound polling — test bound	manual
3486	8	models-routing	s8	dup	缺signature headers先拒+pre-auth body 64KB — webhook harden	manual
3487	8	models-routing	s8	boundary	Gemini protocol video/audio	manual
3488	8	models-routing	s8	boundary	mistral proxy fix	manual
3489	8	orchestration	s8	dup	subagent classification events进telemetry — telemetry	manual
3490	8	orchestration	s8	cand	delegate-depth: maxSpawnDepth=2(depth-1 orchestrator可spawn)	manual
3491	8	orchestration	s8	dup	sessions_spawn任务进child首条可见[Subagent Task]消息 — task delivery	manual
3492	8	orchestration	s8	dup	网络error时agent_end过早emit修复 — event timing	manual
3493	8	orchestration	s8	dup	bound channel会话加载configured agent的workspace files — workspace binding	manual
3494	8	orchestration	s8	variant	threadBindings.spawnSessions统一toggle	manual
3495	8	orchestration	s8	cand	hook-safety: non-product built-in frontmatter hooks默认禁用	manual
3496	8	orchestration	s8	variant	daemon默认Delegate Mode	manual
3497	8	orchestration	s8	dup	delegate_task fan-out多subagents — delegate-modes已实装	manual
3498	8	orchestration	s8	boundary	Discord thread-bound subagent sessions	manual
3499	8	orchestration	s8	dup	doctor修legacy openai-codex/* routes(primary/fallback/heartbeat/compaction) — route migration	manual
3500	8	orchestration	s8	dup	parallel mode返回per-task output+failed诊断 — parallel results	manual
3501	8	orchestration	s8	dup	runtime reloads保留isolated-agent config — config persist	manual
3502	8	orchestration	s8	dup	IDE mode sub-agent Read/Write/Edit修复 — tool routing	manual
3503	8	orchestration	s8	dup	sub-agent完成后释放session history — memory cleanup	manual
3504	8	orchestration	s8	dup	background agent progress实时stream+follow-up排队 — progress stream	manual
3505	8	orchestration	s8	dup	"Don't ask again for this session"在sub-agent执行中同步 — grant sync	manual
3506	8	orchestration	s8	cand	guardian-review: Smart Approvals经guardian subagent路由	manual
3507	8	orchestration	s8	dup	Stop停掉session启动的一切(child agents含) — stop cascade	manual
3508	8	orchestration	s8	dup	sub-agent result events去重 — event dedupe	manual
3509	8	orchestration	s8	boundary	MiniMax-M2.5/Kimi-K2.5 relatedModels	manual
3510	8	orchestration	s8	dup	sub-agent未声明model继承父(同1166) — model inherit	manual
3511	8	orchestration	s8	dup	settings.agent plugin main session重复注册修复 — registration	manual
3512	8	orchestration	s8	dup	chat_message_send等事件含parentConversationId — call chain tracing	manual
3513	8	orchestration	s8	dup	subagent带model override时保留fallbacks — fallback preserve	manual
3514	8	orchestration	s8	cand	taskflow: managed child task spawning+sticky cancel intent	manual
3515	8	orchestration	s8	dup	one-task ACP/subagent updates经parent task-flow owner — task routing	manual
3516	8	orchestration	s8	dup	team subagent完成历史不驻留 — memory cleanup	manual
3517	8	orchestration	s8	cand	subagent-tools: Explore subagent可web search(超出codebase)	manual
3518	8	orchestration	s8	dup	general-purpose sub-agent含ImageGen/ImageEdit — subagent tools	manual
3519	8	orchestration	s8	cand	delegate-params: per-subagent-type model指定(Explore/general/Plan)	manual
3520	8	orchestration	s8	cand	delegate-forms: subagent async Phase1(subprocess mode/hook notifications/batch)	manual
3521	8	orchestration	s8	cand	delegate-fork: fork subagent feature gate+"Don't peek/race"纪律	manual
3522	8	other	s8	boundary	websocket proxy env support	manual
3523	8	other	s8	dup	/export HTML含tool input schema折叠区 — export detail	manual
3524	8	other	s8	boundary	task history按workspace过滤	manual
3525	8	other	s8	boundary	project directory text选择	manual
3526	8	other	s8	boundary	agent color ASCII+高亮名	manual
3527	8	other	s8	boundary	JSON→SQLite迁移命令	manual
3528	8	other	s8	dup	stats input/output token breakdown — stats	manual
3529	8	other	s8	boundary	/experimental命令	manual
3530	8	other	s8	boundary	task metadata os/cline-ver/host-info	manual
3531	8	other	s8	boundary	Go debug locator	manual
3532	8	other	s8	dup	file tool titles OSC 8 file://超链接 — hyperlinks	manual
3533	8	other	s8	cand	proxy: WS_PROXY/WSS_PROXY websocket代理	manual
3534	8	other	s8	boundary	ZED_RELATIVE_DIR task variable	manual
3535	8	other	s8	boundary	ZED_RELATIVE_FILE/ZED_DIRNAME	manual
3536	8	other	s8	boundary	diagnostics: display current file	manual
3537	8	other	s8	boundary	format selections	manual
3538	8	other	s8	boundary	spawn nearest task	manual
3539	8	other	s8	boundary	file finder rename建子目录	manual
3540	8	other	s8	boundary	空pane双击新建文件	manual
3541	8	other	s8	boundary	dock size actions	manual
3542	8	other	s8	boundary	gopls binary path配置	manual
3543	8	other	s8	boundary	edit_predictions allow_data_collection	manual
3544	8	other	s8	boundary	dev::ToggleInspector	manual
3545	8	other	s8	dup	同2450 Auto Recall profile — memory recall	manual
3546	8	other	s8	boundary	areExperimentalFeaturesEnabled guard	manual
3547	8	other	s8	boundary	bookmarks	manual
3548	8	other	s8	boundary	Go runnables/tasks	manual
3549	8	other	s8	boundary	outline collapse	manual
3550	8	other	s8	boundary	model selector/tree filter keybinding ids	manual
3551	8	other	s8	boundary	ctrl-w o/n	manual
3552	8	other	s8	boundary	opencode debug config JSON	manual
3553	8	other	s8	boundary	ToggleComments ignore_indent	manual
3554	8	other	s8	boundary	pane::SplitAndMove	manual
3555	8	other	s8	boundary	.editorconfig向上遍历	manual
3556	8	other	s8	boundary	Ctrl-w ]split definition	manual
3557	8	other	s8	cand	render: GFM alert callouts(> [!NOTE]等)markdown渲染	manual
3558	8	other	s8	boundary	ty beta下载	manual
3559	8	other	s8	boundary	language server clickable links	manual
3560	8	other	s8	dup	read file tool header点击跳文件位置 — file jump	manual
3561	8	other	s8	cand	file-open: file.rs:1-20行范围打开语法	manual
3562	8	other	s8	boundary	owner-scoped named sessions(≤8/channel)	manual
3563	8	other	s8	boundary	anonymous file descriptors读取	manual
3564	8	other	s8	boundary	markdown data URL images	manual
3565	8	other	s8	boundary	keybinding spawned tasks center pane	manual
3566	8	other	s8	boundary	vtsls language server	manual
3567	8	other	s8	boundary	vim-surround	manual
3568	8	other	s8	boundary	task contexts env vars	manual
3569	8	other	s8	dup	slash menu加/new — command menu	manual
3570	8	other	s8	boundary	language server env vars	manual
3571	8	other	s8	boundary	type.class.builtin高亮	manual
3572	8	other	s8	cand	ui-changes: thread view diff preview cards	manual
3573	8	other	s8	dup	编辑消息时可增删context — message edit	manual
3574	8	other	s8	dup	file context picker选images — context picker	manual
3575	8	other	s8	dup	create/edit file tools流式tool descriptions — tool stream	manual
3576	8	other	s8	dup	per-project记住当前used agent — agent memory	manual
3577	8	other	s8	boundary	cmd-n new thread discoverable	manual
3578	8	other	s8	dup	model不支持images时context pill警告 — capability warn	manual
3579	8	other	s8	dup	read auto-page跨chunks+per-call output budget缩放 — read paging	manual
3580	8	other	s8	dup	agents add可选auth-profile copy prompt — auth setup	manual
3581	8	other	s8	boundary	Android gateway auth state保留	manual
3582	8	other	s8	boundary	app-server/protocol拆分瘦身	manual
3583	8	other	s8	dup	多CBC窗口不再无限阻upgrade — update coordination	manual
3584	8	other	s8	dup	Bot Mode不再每profile spawn backend — spawn lifecycle	manual
3585	8	other	s8	boundary	bun-compiled embedded gateway+launchd	manual
3586	8	other	s8	variant	cache.ttlPrune mode+auth-aware TTL defaults	manual
3587	8	other	s8	boundary	DeploySearch改pane::	manual
3588	8	other	s8	dup	cloud worker caches排除Python caches/dep trees — cache filter	manual
3589	8	other	s8	dup	path+content-only bootstrap files仍出system-prompt reports — bootstrap	manual
3590	8	other	s8	dup	config schema JSON含titles/descriptions — schema docs	manual
3591	8	other	s8	dup	semantic config mutations集中serialize+retry — config concurrency	manual
3592	8	other	s8	cand	budget: rollout token budgets跨threads追踪+remaining提醒+abort	manual
3593	8	other	s8	boundary	auth migration→migrations.ts	manual
3594	8	other	s8	dup	compression界面改进 — compaction UX	manual
3595	8	other	s8	boundary	Copilot Chat endpoint URLs可配	manual
3596	8	other	s8	noise	Daemon使用指南文档	manual
3597	8	other	s8	boundary	lit/@lit-labs/signals依赖解析	manual
3598	8	other	s8	dup	同3055(重复) — edit mode commands	manual
3599	8	other	s8	cand	task-workdir: workflow agents workingDir pin	manual
3600	8	other	s8	dup	跨进程file locking保护settings — config lock	manual
3601	8	other	s8	boundary	ctx.reload()运行时重载	manual
3602	8	other	s8	boundary	test-utils fixture helper迁移	manual
3603	8	other	s8	dup	per-group systemPrompt转发(同1180) — group prompt	manual
3604	8	other	s8	dup	SSE watcher file tree实时刷新 — file watch	manual
3605	8	other	s8	cand	secrets: gateway.auth.token SecretRef支持	manual
3606	8	other	s8	dup	*.groups作allowlist("*"保allow-all) — group allowlist	manual
3607	8	other	s8	dup	bypass proxy时仍跑destination DNS checks — SSRF hygiene	manual
3608	8	other	s8	boundary	Helix MoveToNextMatch修复	manual
3609	8	other	s8	boundary	HookMetadata .root wrap	manual
3610	8	other	s8	cand	update-idle: daemon idle时自动restart更新	manual
3611	8	other	s8	boundary	Go debug/exec modes	manual
3612	8	other	s8	boundary	keymap JSON schema增强	manual
3613	8	other	s8	noise	Kitty graphics JPEG/GIF/WebP修复	manual
3614	8	other	s8	boundary	Devin Knowledge(tips/instructions/org context)	manual
3615	8	other	s8	dup	>30KB REPL output截断存盘(同3308) — externalize	manual
3616	8	other	s8	boundary	proactive conversation starters per-user	manual
3617	8	other	s8	boundary	Matrix E2EE setup	manual
3618	8	other	s8	noise	~/.config/cognition目录迁移	manual
3619	8	other	s8	boundary	env vars动态调model output limits	manual
3620	8	other	s8	dup	multi-chat sessions管理 — multi-session	manual
3621	8	other	s8	cand	web-cmd: /web <url>刮取转markdown进chat	manual
3622	8	other	s8	boundary	OTLP config文件/env	manual
3623	8	other	s8	boundary	A2A Agent Cards 12h缓存	manual
3624	8	other	s8	cand	model-per-contact: per-DM-contact不同models(共享gateway)	manual
3625	8	other	s8	boundary	Google Meet artifacts/attendance	manual
3626	8	other	s8	boundary	OpenRouter X-Cache params	manual
3627	8	other	s8	boundary	qa coverage --tools	manual
3628	8	other	s8	boundary	runtime env传递desktop-browser Crabbox	manual
3629	8	other	s8	dup	checkpoints更频繁创建+行指示器 — checkpoint UX	manual
3630	8	other	s8	dup	safety-check downgrade误报靠response header model — classify fix	manual
3631	8	other	s8	dup	account-scoped topics正确路由+streamed text存活tool calls — telegram delivery	manual
3632	8	other	s8	dup	repo setup验证lint/install命令 — repo setup	manual
3633	8	other	s8	cand	hook-events: experimental.chat.messages.transform/system.transform	manual
3634	8	other	s8	dup	detached review mode+enter/exit events+thread IDs — review mode	manual
3635	8	other	s8	dup	review round ledgers嵌入posted body持久 — review ledger	manual
3636	8	other	s8	dup	embedded runner outer retry loop cap(32-160 profile-aware) — retry cap	manual
3637	8	other	s8	boundary	sentiment friction按需开启	manual
3638	8	other	s8	dup	/new /reset重置compactionCount+sessions.json 0600 — reset+perms	manual
3639	8	other	s8	boundary	pre-build task完成提示	manual
3640	8	other	s8	cand	policy-mdm: 企业team-wide默认model(新sessions)	manual
3641	8	other	s8	dup	一条stuck message timeout后chat恢复 — recovery	manual
3642	8	other	s8	variant	channels.telegram.streaming默认partial	manual
3643	8	other	s8	boundary	ambientTurns room_event(同2466)	manual
3644	8	other	s8	dup	over-limit draft previews续新message — stream overflow	manual
3645	8	other	s8	dup	web search toggle说明只honor内建provider — setting honesty	manual
3646	8	other	s8	dup	todo禁用时hub不建agenda watchers — watcher hygiene	manual
3647	8	other	s8	noise	contributor鸣谢	manual
3648	8	other	s8	noise	Jules sample prompts	manual
3649	8	other	s8	dup	response cards含token counts — token display	manual
3650	8	other	s8	dup	tool images提取为attachments非base64 — media extract	manual
3651	8	other	s8	dup	usage-limit警告跟企业request action — limit UX	manual
3652	8	other	s8	dup	web search默认开启(支持models,YOLO外) — search default	manual
3653	8	other	s8	boundary	同3526 agent color(重复)	manual
3654	8	other	s8	boundary	draft-2020-12 JSON Schema	manual
3655	8	other	s8	noise	eval practical2 suite	manual
3656	8	other	s8	cand	search-scope: non-recursive file search选项	manual
3657	8	other	s8	dup	同3528(重复) — stats	manual
3658	8	other	s8	boundary	Databricks models+fuzzy search	manual
3659	8	other	s8	dup	unauthorized/missing-token暂停reconnect churn — reconnect discipline	manual
3660	8	perf	s8	dup	ACP mode model信息清晰 — display	manual
3661	8	perf	s8	boundary	首启header hint(pi可解释自身)	manual
3662	8	perf	s8	boundary	已有deployment config仍可新建	manual
3663	8	perf	s8	dup	auth机制优化+用户信息接口 — auth	manual
3664	8	perf	s8	boundary	opt-in debug timing helper	manual
3665	8	perf	s8	dup	exact match优先completion — completion	manual
3666	8	perf	s8	cand	search-params: Grep head_limit+offset优化	manual
3667	8	perf	s8	boundary	复制完整reply groups/双击复制	manual
3668	8	perf	s8	dup	deferred loading tools配置获取优化 — deferred tools	manual
3669	8	perf	s8	dup	streaming增量消息完整查看 — stream view	manual
3670	8	perf	s8	boundary	message like/dislike反馈	manual
3671	8	perf	s8	dup	browser control先于external providers启动+可禁用channel auto-start — startup order	manual
3672	8	perf	s8	dup	protocol validators首次用时lazy-compile — startup perf	manual
3673	8	perf	s8	dup	轻量secrets runtime state与auth-store cache拆分 — secrets split	manual
3674	8	perf	s8	dup	login flow修复(截断) — login fix	manual
3675	8	perf	s8	boundary	--cache_task_images SWE-agent	manual
3676	8	perf	s8	dup	tools.exec/tools.fs不再隐式放宽restrictive profiles — profile safety	manual
3677	8	perf	s8	dup	大repo @文件搜索性能 — search perf	manual
3678	8	perf	s8	dup	stream timeout 30→60s+智能检测 — timeout tune	manual
3679	8	perf	s8	dup	/todos数据加载+文件系统恢复 — todo persist	manual
3680	8	perf	s8	dup	tool search参数描述优化 — param docs	manual
3681	8	perf	s8	dup	tool search拆分search/activate参数 — tool search	manual
3682	8	perf	s8	boundary	HTTP/2 over QUIC tunnel	manual
3683	8	perf	s8	noise	eval tests	manual
3684	8	remote-cloud	s8	cand	handoff-remote: /handoff无参→摘要交给远程Devin session	manual
3685	8	remote-cloud	s8	boundary	AWS Web Identity Token File	manual
3686	8	remote-cloud	s8	dup	headless multiline user messages+默认message — headless input	manual
3687	8	remote-cloud	s8	dup	headless stream-json output-format — headless io	manual
3688	8	remote-cloud	s8	boundary	.devcontainer打开项目	manual
3689	8	remote-cloud	s8	boundary	Agent Panel快速加remote MCP server	manual
3690	8	remote-cloud	s8	boundary	Bedrock Mantle endpoint	manual
3691	8	remote-cloud	s8	boundary	opencode headless web命令	manual
3692	8	remote-cloud	s8	boundary	remote projects commit template	manual
3693	8	remote-cloud	s8	boundary	recent projects移到new window	manual
3694	8	remote-cloud	s8	boundary	thread as markdown remote	manual
3695	8	remote-cloud	s8	dup	/btw side questions在tool-use turns后可用(剥replayed blocks) — side questions	manual
3696	8	remote-cloud	s8	dup	auth慢路径优化防config sync jitter — auth perf	manual
3697	8	remote-cloud	s8	dup	stream-json/headless支持background tasks — task modes	manual
3698	8	remote-cloud	s8	boundary	Bazel diagnostics/remote downloads	manual
3699	8	remote-cloud	s8	dup	browser不开时显示copyable fallback URL — auth fallback	manual
3700	8	remote-cloud	s8	dup	stale-target recovery ensureTabAvailable复用sole tab — cdp recovery	manual
3701	8	remote-cloud	s8	boundary	Chrome extension relay takeover+browser serve	manual
3702	8	remote-cloud	s8	boundary	vibe skill文档更新(/copy/paste-image)	manual
3703	8	remote-cloud	s8	dup	Vercel AI Gateway/Cline API key headless CI — ci auth	manual
3704	8	remote-cloud	s8	dup	拒绝discovered endpoint后URL prompt回loopback默认 — safe default	manual
3705	8	remote-cloud	s8	dup	counts按session/request追踪不跨请求累积 — metric scope	manual
3706	8	remote-cloud	s8	boundary	jules remote new/list/monitor	manual
3707	8	remote-cloud	s8	dup	同3697(重复)	manual
3708	8	remote-cloud	s8	boundary	Fish Audio S2.1 synthesis	manual
3709	8	remote-cloud	s8	dup	SSH remote重命名路径重开修复 — remote fix	manual
3710	8	remote-cloud	s8	dup	无display时OSC 52 clipboard fallback(同2522) — clipboard fallback	manual
3711	8	remote-cloud	s8	dup	SSH Alt+Enter误读Escape+PI_TUI_ESC_TIMEOUT — input fix	manual
3712	8	remote-cloud	s8	boundary	tts.speak RPC operator-scoped	manual
3713	8	remote-cloud	s8	cand	api-surface: commands.list RPC(remote clients发现runtime/skill/plugin命令)	manual
3714	8	remote-cloud	s8	dup	git源无git:前缀时严格(只protocol URLs) — url strict	manual
3715	8	remote-cloud	s8	dup	--output-format=stream-json等号参数解析修复 — flag parse	manual
3716	8	remote-cloud	s8	dup	stale exec-server ws重连+remote control即重试 — reconnect	manual
3717	8	remote-cloud	s8	boundary	Bedrock embeddings(Titan/Cohere/Nova)	manual
3718	8	remote-cloud	s8	dup	OpenAI-compatible embedding provider(local/hosted) — embeddings	manual
3719	8	remote-cloud	s8	dup	title generation经remote model mappings切换 — model routing	manual
3720	8	remote-cloud	s8	cand	shell-persist: persistent shell mode(cd/env跨tool calls保持,local+SSH)	manual
3721	8	remote-cloud	s8	dup	prepared project snapshots+workspace hashes复用 — snapshot reuse	manual
3722	8	remote-cloud	s8	boundary	remote compact API-key users	manual
3723	8	remote-cloud	s8	dup	remote resume/fork恢复history+停重复输出 — remote resume	manual
3724	8	remote-cloud	s8	boundary	agent --message-file/RAFT wake bridge	manual
3725	8	remote-cloud	s8	dup	SDK/headless compaction output泄漏stdout修复 — output hygiene	manual
3726	8	remote-cloud	s8	noise	SSH remote folder project panel修复	manual
3727	8	remote-cloud	s8	boundary	TUI composer vim editing	manual
3728	8	remote-cloud	s8	boundary	headless daemon隐藏Browse按钮	manual
3729	8	remote-cloud	s8	boundary	top-down streaming/channel favorites	manual
3730	8	remote-cloud	s8	dup	headless/SDK首请求trace race修复 — trace init	manual
3731	8	remote-cloud	s8	dup	Remote API WebFetch 100K cap+15K cache — fetch cap	manual
3732	8	remote-cloud	s8	cand	parallel-runs: --parallel同prompt多任务	manual
3733	8	remote-cloud	s8	boundary	AWS Web Identity(同3685)	manual
3734	8	remote-cloud	s8	cand	remote-mcp: OAuth 2.1 remote servers	manual
3735	8	remote-cloud	s8	boundary	multi-modal input(image/PDF/audio)	manual
3736	8	remote-cloud	s8	dup	off状态对model/menu/SDK隐藏 — feature hide	manual
3737	8	remote-cloud	s8	boundary	ssh remoting terminal/tasks alpha	manual
3738	8	sandbox-exec	s8	boundary	Modal sandbox runtime	manual
3739	8	sandbox-exec	s8	cand	sandbox-elevate: elevated sandbox onboarding+/elevate-sandbox命令	manual
3740	8	sandbox-exec	s8	cand	worktree-sandbox: git worktrees sandbox支持	manual
3741	8	sandbox-exec	s8	dup	--dev-container自动开dev container — devcontainer	manual
3742	8	sandbox-exec	s8	dup	20分钟静默sandbox kill+stale container回收 — watchdog	manual
3743	8	sandbox-exec	s8	dup	sandbox mode system prompt告知限制+申请方式 — sandbox prompt	manual
3744	8	sandbox-exec	s8	cand	delegate-context: sessions_spawn可选forked context(child继承请求)	manual
3745	8	sandbox-exec	s8	dup	codex exec resume后可传global flags — flag order	manual
3746	8	sandbox-exec	s8	dup	--system-prompt等临时参数不污染config cache — cache isolation	manual
