src	id	grp	detail	item
dedup-h	4167	skills-plugins	snapshot-restore: 每次tool使用snapshot workspace(可回滚)	The Customizations panel has search across every section (skills, subagents, rules, hooks, plugins, MCP servers), a new Subagents section, a refresh action for
dedup-h	4169	skills-plugins	mcp-toggle: 选择性enable/disable extension内MCP servers	Agent: Enabled configuring a default model for each custom agent profile, available through the default_model key in the settings. (#39220; thanks dvcrn)
dedup-h	4173	skills-plugins	hook-task: task tool execution hooks+command context tracking	Added emmet extension to the extension store. The extension offers initial support for Emmet in HTML files (#4992).
dedup-h	4179	ui-ux	ui-diff: "Suggest Edit"按钮+experimental live_diffs	Source Control - Panel refresh: Fixed an issue where the panel did not update promptly after file changes. A timed polling fallback mechanism has been added.
dedup-h	4180	ui-ux	hist-search: Ctrl+R reverse search prompt history+accepted slash commands recall	Web UI streaming content duplication: Fixed an issue where, after a network reconnection, thinking / body content appeared duplicated character-by-character (e.
dedup-h	4184	ui-ux	ui-interrupt: command palette中断running sessions	Vim Mode Input: Fixed issue of unexpected text input in Vim NORMAL mode, now correctly intercepts all input
dedup-h	4187	ui-ux	bg-edit: Background Edits(不开diff view后台编辑)	Input Menu Response Optimization: Fixed keyboard shortcut conflicts caused by menu status detection delays, improving response speed for command and file sugges
dedup-h	4195	ui-ux	mention-notify: chat内@-mention通知用户	Vim mode now supports undo with u and redo with Ctrl+R, preserving complete drafts including pasted content and attachments. (#41941, #42140)
dedup-h	4197	ui-ux	reload-conn: Agent Panel重载broken external agent connection	Added TUI prompt history improvements, including Ctrl+R reverse search and local recall for accepted slash commands (#17550, #17336).
dedup-h	4200	ui-ux	next-action: 完成后预测next action灰字提示	This release adds support for Vercel's fancy AI Gateway as well as a boatload of improvements to the secret-not-secret UI refactor that we've cleverly hidden be
dedup-h	4201	ui-ux	quote-ctx: assistant:quote selection编辑器选区入agent context	Playbooks Library & Past Runs:Explore how your teammates are using Playbooks in the new “Past runs” tab, and directly select Playbooks from libraryAsk Devin abo
dedup-h	4208	ui-ux	notify-filter: Android通知转发(package filtering/quiet hours/rate limit)	Config: accept documented browser.tabCleanup keys in strict root config validation, so configured tab cleanup no longer fails before runtime reads it. Fixes #74
dedup-h	4213	ui-ux	cors-wildcard: CORS subdomain wildcard+allow-all模式	iOS/Chat: clean chat UI noise by stripping inbound untrusted metadata/timestamp prefixes, formatting tool outputs into concise summaries/errors, compacting the
dedup-h	4216	ui-ux	msg-meta: timestamp hover显示per-message token/context/model	CLI: clawdbot status now table-based + shows OS/update/gateway/daemon/agents/sessions; status --all adds a full read-only debug report (tables, log tails, Tails
dedup-h	4218	ui-ux	auth-persist: plain-HTTP Control UI保留shared token/password auth(LAN)	feat: add messages_last_user command to scroll TUI to last user message (implements #4847)
dedup-h	4228	ui-ux	model-split: inline assist用fast edit model+agent用thinking model	Added the ability to reload a broken external agent connection from the Agent Panel without restarting Zed. (#62669; thanks gaojunran)
dedup-h	4230	ui-ux	hook-panel: Hook配置面板(Prompt Hooks管理+blocking message显示)	Added support for middle-clicking a file in the project panel to open it in a permanent tab instead of a preview tab. (#60563; thanks v0s)
dedup-h	4231	ui-ux	quota-notify: HTTP 429/14019 quota耗尽即时通知	Added "Open Markdown Preview" context menu item to Project Panel markdown entries. (#57112; thanks white-hat)
dedup-h	4235	ui-ux	rpc-core: JSON-RPC 2.0 app server单一runtime owner(TUI/-p/...)	Changed vim mode so that when search is triggered by the non-vim mode shortcut (cmd-f by default), enter will now behave as it does outside of vim mode. (#51073
dedup-h	4243	ui-ux	onboard-flow: hatch choice(TUI/Web/Later)+token explainer+dashboard seed	Added an option to hide hidden files in the project panel by setting hide_hidden in the project panel settings.
dedup-h	4251	ui-ux	reasoning-keys: Alt+,/Alt+.快捷reasoning调节+upgrade后reset	For example, you can now configure a faster edit model for inline assist while using a more powerful thinking model in the agent panel.
dedup-h	4252	ui-ux	tui-render: TUI fenced code/diff语法高亮+/theme live preview	Added a new show_tab_bar_buttons setting, under tab_bar, that enables hiding the pane tab bar buttons (#23752).
dedup-h	4255	ui-ux	vim-draft: vim undo/redo保留drafts(含pasted/attachments)	Added "Suggest Edit" button to the assistant panel if "enable_experimental_live_diffs": true is set in the "assistant" section of settings.json (#19900). This b
dedup-h	4261	ui-ux	nav-cmd: messages_last_user滚动到最后user消息	??? This release, we are shipping our first round of user contributions since going open source! Also, we're excited to announce that we've landed support for l
dedup-h	4262	ui-ux	sanitize-ui: iOS chat剥untrusted metadata/timestamp前缀+tool outputs格式化	Added the ability to @-mention users in the chat, so that they will be notified of your message.
dedup-l	4277	approval-g	全局禁用 always-授权的管理员开关（findings batch1 已记，M146 族）	The OpenAI Codex (ChatGPT subscription) model list no longer offers models the backend rejects, and Codex context limits are applied to every Codex model instea
dedup-l	4279	cli-flags	auto-compact 触发阈值可配置（我方固定 90%）	Added Copilot Chat support for o3-mini and remove support for o1-mini (#24080; thanks @SkywardSyntax).
dedup-l	4280	cli-flags	requirements.toml 声明 allowed_web_search_modes（搜索模式白名单）	Implemented a diff growth brake in autofix reviews to limit source and test line increases per window using configurable budgets.
dedup-l	4297	other	safety checker 框架（verify/hooks 族方向佐证）	feat(core): bind PRs created via gh pr create in the session shell (#9739) by @wenshao
dedup-l	4367	other	新用户检测→onboarding 引导（findings batch1 已记缺口）	Sessions Inherit CLI Startup Parameters: Sessions created via ACP in --serve mode did not inherit --permission-mode / --model and other parameters
dedup-l	4384	other	Conseca 安全框架（同 safety-checker 方向）	Option to hand off a plan to a cloud Devin session when exiting plan mode, available for users signed in with a Devin account.
dedup-l	4386	other	ModelPolicy/PolicyCatalog 模型策略目录（modelroutes 族）	mcp_list_tools now includes the input_schema for each tool, so the agent can discover parameter requirements without needing to trigger a tool call error first.
dedup-l	4624	other	--skip-sanity-check-repo 大仓启动加速档	Fixed slash command completions in agent text threads to replace the user's query text (Preview Only)
dedup-l	4775	cli-flags	command_aliases 命令别名（model-aliases 族延伸）	Enabled PDF attachments for GitHub Copilot models that advertise PDF vision support. (@stevenao)
dedup-l	5379	ui-ux	disable_paste_burst 粘贴突发保护开关（M129 族）	Command Quick Settings: /model command now supports direct input of model ID for quick switching
dedup-l	5968	cli-flags	skipLoopDetection 关闭档（我方 loopwatch 无开关）	(Preview only) Agent: Fixed reopening an already-visible agent thread so it reuses the existing session instead of creating a broken duplicate.
dedup-l	7351	ui-ux	已发消息原位编辑+重答（真实 UI 缺口，归批4 UI 族）	[MCP] Add the ability to explicitly specify a credentials store
dedup-l	9262	other	CODEX_SECURE_MODE 进程可观测性限制档	Fix: Clear terminal output buffers to prevent memory leaks that could cause gray screens and performance degradation (#10666, PR #7666 by @hannesrudolph)
dedup-l	10524	other	用户消息编辑/删除（同 3088 族）	Linux: Improved parsing of ZED_DEVICE_ID environment variable in an attempt to fix some cases where it erroneously failed to parse. The ZED_DEVICE_ID is now exp
manual	2420	other	Focus Chain & Deep Planning — 规划链机制	Feat: Focus Chain & Deep Planning
manual	9400	ui-ux	macOS idle-sleep prevention during turns — 电源断言机制	#11711 feat(tui): prevent macOS idle sleep while turns run @yvolovich-cyber
manual	10832	other	mailbox concept for wait — agent 间信箱等待机制	#16010 feat: add mailbox concept for wait @jif-oai
manual	11440	other	ephemeral threads — 不落盘会话形态	#9765 feat: ephemeral threads @jif-oai
manual	16318	security-secrets	dynamic tools injection — 动态工具注入面	#9539 feat: dynamic tools injection @jif-oai
manual	17983	other	security-sensitive values salvage in Glob — 敏感值保护面	feat: add salvage functionality for security-sensitive values in Glob…
manual	18320	other	plug-and-play system-message tool frameworks — 工具框架插拔	feat: Plug and play system message tool frameworks
manual	19219	other	Automatic Chat Titles — 会话自动标题	feat: Automatic Chat Titles
manual	20403	attachments	clipboard content as context — 剪贴板上下文源	Feat: use clipboard content as context
manual	28257	other	fs tools JIT context discovery instrumentation — 即时上下文发现	feat(core): instrument file system tools for JIT context discovery
manual	28382	other	in-progress steering hints 2/2 — 运行中引导提示	feat(core): experimental in-progress steering hints (2 of 2)
manual	28449	other	in-progress steering hints 1/3 同上	feat(core): experimental in-progress steering hints (1 of 3)
manual	32508	other	LLM tool selector router — 模型驱动工具路由	feat: (tool router) llm tool selector
manual	35570	ui-ux	prompt injection detection settings — 注入检测面	Feat: Add prompt injection detection settings UI + update logging
manual	35776	other	knowledge schema entry_type — 结构化知识条目类型	feat(knowledge): generalize schema with entry_type (problem_resolution, decision, fact, how_to, note) (#3864) (b42d24b85)
manual	35867	other	k_best_guess K-candidate validation — 多候选采样	feat(k-best): add k_best_guess decorator for K-candidate validation (#3415) (1ebdb1f92)
manual	35899	other	steer_inject external sessions — 外部会话转向注入	feat(webui): steer_inject for external sessions (Phase 2 of #3217) (#3287) (5591dd89b)
manual	35935	other	real-time risk-label streaming to parent — 风险标签流	feat(computer): add real-time risk-label streaming to pa...
manual	35947	other	real-time risk-label streaming 同上	feat(computer): add real-time risk-label streaming to parent agent (#216) (#3082) (3cd6ebff3)
manual	36032	other	vent tool real-time friction signals — 摩擦信号通道	feat(tools): add vent tool for real-time friction signals (#2452) (32bf967a3)
manual	36060	other	tool_target_instructions — 按工具下发 agent 指令	feat(hooks): refactor and extend tool_target_instructions (Phase 1+) (#2386) (ebc3a8802)
manual	36061	other	tool-target instruction loading 同上	feat(hooks): tool-target agent-instruction loading (Phase 1) (#2385) (acb5e3f3d)
manual	36186	other	delete individual messages — 单条消息删除	feat(webui): delete individual messages from conversation (#1910) (8eb231f07)
manual	37465	cli-flags	LLM-slop detector quality gate — 生成质量检测	feat(anti-slop): add LLM-slop detector and quality gate CLI (#3245) (55bc30398)
manual	37568	sessions-history	request_tool_change mid-session — 会话中工具开关	feat(harness): actuate request_tool_change — enable/disable tools mid-session (Phase 2) (#3656) (d3b39582d)
manual	56028	skills-plugins	security microagent — 安全微代理	feat(microagents): Add security microagent
manual	59180	other	IPC refused-message notify+expiry — 消息拒收反馈	feat(ipc): tell senders when a message is refused, and expire held ones
manual	59181	other	peer inbox reachability — 对端可达性	feat(ipc): keep the peer inbox reachable, and say so when it is not
manual	59182	other	hold peer messages review classes — 消息扣留分级	feat(ipc): hold peer messages across review classes, let repositories only tighten inbound settings
manual	59187	other	BTW side questions — 侧问通道	feat(channels): add BTW side questions to Channel conversations
manual	59211	other	BTW through agent bridges 同上	feat(channels): expose BTW through agent bridges
manual	59811	other	defer low-frequency built-in tools — 工具 schema 延迟加载	feat(tools): defer low-frequency built-in tools to reduce initial prompt size
manual	59816	other	ToolSearch on-demand deferred schemas — 工具按需检索	feat(tools): add ToolSearch for on-demand loading of deferred tool schemas
manual	60555	shell-tools	read-only info commands mid-turn — 回合中只读即答	feat(web-shell): run read-only info commands immediately mid-turn
manual	60572	shell-tools	BTW side-question suggestion — 侧问建议	feat(web-shell): suggest BTW for side questions
manual	61329	sessions-history	cross-session messaging default — 跨会话消息	feat(settings): turn cross-session messaging on by default
manual	64997	cli-flags	prevent system sleep while running — 防休眠	feat(cli): prevent system sleep while running
manual	13580	mcp-tools	hot reload mcp servers — MCP 热重载（对齐 #1435 缺口）	#8957 feat: hot reload mcp servers @shijie-oai
manual	20362	mcp-tools	MCP connection refresh logic — 重连面（对齐 #1435）	feat: Enhance MCP connection refresh logic
manual	28555	other	model family-specific system prompts — 按模型族系统提示	feat(core): Model family-specific system prompts
manual	30399	orchestration	subagent model routing — 按子代理路由模型	feat(core): Preliminary changes for subagent model routing.
manual	36729	orchestration	mid-turn steer STEP_PRE checkpoint — 子代理中注控	feat(subagent): mid-turn steer injection via STEP_PRE checkpoint (#3290) (a46b5600b)
manual	36730	orchestration	subagent_steer running inject — 同上	feat(subagent): subagent_steer() — inject steering messages into running subagents (#3206) (070c45cee)
manual	36742	orchestration	subagent_wait_any race/hedging — 竞速/对冲原语	feat(subagent): add subagent_wait_any() for race/hedging patterns (7f160ba08)
manual	36743	orchestration	subagent_pipeline staged fan-out — 流水扇出	feat(subagent): add subagent_pipeline() for staged fan-out with no barrier (#554) (#3110) (41bb73e21)
manual	36763	orchestration	subagent clarification pause-ask — 子代理反问父	feat(subagent): clarification mechanism — subagents can pause and ask parent for more info (#2906) (c723802e7)
manual	38309	ui-ux	prompt before fetching pasted URLs — URL 抓取闸	feat(tui): prompt before fetching URLs pasted into TUI (#3351) (609d55a76)
manual	64287	orchestration	delegate subagent to external agent over ACP — 外部代理委派	feat: delegate a subagent turn to an external agent over ACP (Claude Code first)
manual	64371	orchestration	fastModel for Explore subagent — 按子代理选模型	feat(subagents): use fastModel for Explore subagent
manual	64551	mcp-tools	forced MCP reconnects — 重连面（#1435）	feat(serve): support forced MCP reconnects
manual	64588	mcp-tools	reconcile MCP live on settings — 同上	feat(mcp): reconcile MCP servers live on settings change
manual	64919	cli-flags	safe slash commands during streaming — 回合中只读命令	feat(cli): run safe slash commands during streaming
manual	65043	cli-flags	/btw side question improved — 侧问通道（同 59187）	feat(cli): enhance /btw side question with improved prompt and Ctrl+C/D cancel
manual	38298	mcp-tools	MCP reload updated config — 配置热载（#1435 同族）	fix: ensure MCP tools reload with updated config (#731) ([a46e6799](https:...
manual	62928	bugfix	ACP spawn retry+auto-reconnect — 重连面（#1435 同族）	fix: improve ACP connection reliability with spawn retry and auto-reconnect
manual	64536	mcp-tools	refresh MCP metadata without reconnect — 轻量刷新（#1435 同族）	fix(core): refresh MCP session metadata without reconnecting
manual	3163	mcp-tools	streamable HTTP MCP reconnects — 重连面（#1435 同族）	Handle streamable HTTP MCP reconnects more reliably after disconnects
manual	79362	approval-gate	审批解析检出 $((curl)) 算术嵌套命令 — 命令解析完备性真机制	Fixed tool-calling permission checks so commands nested inside Bash arithmetic expansions, such as $(($(curl example.com))), are now detected.
manual	13048	approval-gate	managed MITM CA trust注入子进程env — 代理环境CA传递真机制	#22668 Wire managed MITM CA trust into child env @winston-openai
manual	13496	mcp-tools	dummy tools for missing tools — 工具消失占位防断链	#17853 [mcp] Add dummy tools for previously called but currently missing tools. @mzeng-openai
manual	7982	orchestration	effort per sub-agent spawn — delegate per-spawn推理档 真缺口	effort: Sets the reasoning intensity of the sub-agent (minimal / low / medium / high / xhigh / max), effective for all sub-agents (including custom / plugin);
manual	8079	orchestration	approvals routed to leader via Permission Bridge — 审批桥 新机制	Tool approvals are routed back to the leader for unified handling via Permission Bridge
manual	59739	other	proactive channel loop tools — 主动通道循环工具，本仓 loop 机制可比照	[codex] add proactive channel loop tools
manual	63159	approval-gate	Critical findings require executed witness output — 声明须执行见证否则降置信，可用于评审闸	Confirmed Critical findings now require an executed witness with observed output, automatically demoting unverified claims to low confidence.
manual	70511	other	IM text approval for high-risk commands — 外渠道文字批准高危命令，远程批准面可比照	新增 IM 文本审批功能，支持在企微/微信等渠道通过文字回复批准高危命令
findings-cand-inline	-	-	disableAlwaysAllow 全局禁用 always-授权 的开关（cline?）— M146 有持久授权，缺"管理员级总开关"
findings-cand-inline	-	-	disabledTools 全局禁用原生工具的配置面 — 我方有 modes/lazy，无全局禁用清单
findings-dir	-	-	gptme eval behavioral scenario suites ×10+ — 行为评测套件方向（vs 我方 skill 质量门不同面）
findings-cand-inline	-	-	multi-root workspaces / add-dir 递归（#244 multi-root, #101 /read-only 递归）— M88 已裁?
findings-cand-inline	-	-	planner/worker 分模型（GOOSE_PLANNER_MODEL）— M56 族延伸：role 级模型指派（注意外来 modelroutes.js 在途）
findings-cand-inline	-	-	mcp-config disabled_tools 清单（gptme）— 与 C3 profile 限定同族，per-server 工具禁用面
findings-dir	-	-	behavioral eval scenario suite（gptme 33+ scenarios）— agent 行为评测套件，非 skill 质量门
findings-cand	1513	compact	hooks.enabled 总开关设置 — 我方 hooks.js 有无全局开关	feat(hooks): Add a hooks.enabled setting. | 扩展 | hooks 11 事件含 **BeforeModel/Af
findings-cand	1090	compact	hooks tool-call attribution manifest-dir — hook 归因到扩展包	feat(computer): add window_focus action for reliable new-window targeting (33d59fd4a) | CUA 调用改进 | 边界（computer use） |
findings-dir	1345	compact	subprocess env 继承（LD_LIBRARY_PATH）— M121 env 注入族佐证	Codex CLI subprocesses again inherit env vars like LD_LIBRARY_PATH/DYLD_LIBRARY_PATH to avoid runtime issues. As expla | 委派 spawn 深度帽 | Codex thread-tree 深
findings-cand	1292	compact	constrained requirement values 带 source provenance — config 值来源溯源（谁设的这个值）	Agent: Added a menu item in the agent panel right-click menu for copying a given agent's response. (#46529; thanks Dep | 执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永
findings-verify	1044	compact	per-DM history limit — channel 历史深度配置	Added repo-map support for OCaml and OCaml interface files, by Andrey Popp. | 消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files
findings-verify	1663	compact	PowerShell 不可解析 AST 区→强制批准 — 我方 shell 分析对 cmd/ps 未解析命令是否 fail-closed（我们是 Windows 宿主）	Gateway/Pairing: auto-approve loopback scope-upgrade pairing requests (including device-token reconnects) so local cli | 执行 | `--sandbox` OS 级隔离（写路径=worksp
findings-cand	1562	compact	--subagent-permission-mode — 子代理权限档（C3 族延伸）	CLI parameter: --subagent-permission-mode - CLI 移除 plan mode → 值得注意的反向信号：对方在简化
findings-cand	1779	compact	multi-agent spawn model override — delegate_task 是否支持 per-spawn 模型覆盖	Enabled support for thinking_tokens and reasoning_effort parameters for OpenRouter models. | 开屏 | VS Code 侧栏+provider profiles（
findings-cand	1701	compact	continue_loop_on_deny — 拒绝后继续循环策略	feat: add experimental.continue_loop_on_deny config option **缺口小结**: 形态外（云 VM/蓝图/集成面）占半；真实可迁移 =
findings-cand	1435	compact	MCP reconnect 命令+自动重连 — M130 已做热刷新，断线重连待查	feat(mcp): add reconnect command and implement auto-reconnect logic | MCP 协议版本可配 | N/A 无 MCP |
findings-cand	1610	compact	js_repl 晋升 /experimental+启动兼容检查 — M114 佐证（业界也在做）	Promoted js_repl to /experimental, added startup compatibility checks with user-visible warnings, and lowered the vali - auto-compact 100% 即禁用、recipe valid
findings-cand	1046	compact	task favorite 免 clear-all — 小 UI	Markdown Preview: Added support for HTML table captions. (#41192; thanks RemcoSmitsDev) **出口**: export HTML；审计导出。无 PR/commit
findings-dir	1833	compact	constrained decoding — provider 层结构化输出	Jules now intelligently renders images within the diff viewer, providing an immediate visual context for your modifica | 可见性 | diff preview+autoApprovePrev
findings-verify	2022	compact	中文本地化 context-overflow 错误识别 — 我方 overflow 检测是否只吃英文 pattern（GLM/DeepSeek 中文报错会漏）	Agents/Overflow: add Chinese context-overflow pattern detection in isContextOverflowError so localized provider errors | 中断流自动重试 | 变体（provider 韧性族，已记） |
findings-cand	2111	compact	token-budget 文件读取+智能预览 — file_read 大小预算（M140 族）	Add token-budget based file reading with intelligent preview to avoid context overruns (thanks @daniel-lxs!) | 输入 | `/tangent` 旁路 fork 会话、`/conte
findings-dir	2068	compact	memory promotion shadow-trial（不落地先评估）— M136 advisory 语义业界佐证	QA-Lab: add a report-only dreaming shadow-trial scenario so candidate memory promotion can be evaluated without mutati **缺口小结**: 可迁移 = **tool-loop 检测器族**、不
findings-cand	2094	compact	平台级 tool descriptor planner — 工具可用性 introspection 面	Tools: add a platform-level tool descriptor planner for descriptor-first visibility, generic availability checks, and  | 工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d
findings-cand	1927	compact	per-environment shell 变量策略 — M121 env 注入族	#38902 Honor per-environment shell variable policies @copyberry | 执行 | shell 块 `confirm_ask`（y/A 全/S
findings-verify	2291	compact	auth.json 写入覆盖管理员 ACL — 我方 writeJsonAtomic 是否保留原文件权限	Fixed writes to auth.json and models-store.json overriding administrator-managed file permissions and ACLs (#7779). | diff 默认折叠为 file chip / 会话列表 sort+f
findings-cand	2290	compact	per-sender group tool policies — channel 按发送者工具策略	Tools: add per-sender group tool policies and fix precedence. (#1757) Thanks @adam91holt. > `harnesses/gemini-cli.md`；扩展即平台（单
findings-verify	2377	compact	MCP 孤儿子进程回收 — mcp-ext close() 已 SIGKILL，补查 boot 失败路径是否 leak	fix: kill orphaned MCP child processes and expose OPENCODE_PID on shu… | MCP 协议版本可配 | N/A 无 MCP |
findings-verify	2050	compact	cron env 占位符遮罩 secrets — scheduler 的 env 传递是否泄漏	Safer upgrades and restarts: cron JSON stores migrate before runtime, service env placeholders stop masking secrets, a **缺口小结**: 可迁移 = **AskUserQuestion 结构
findings-cand	2380	compact	compaction 分界符渲染进会话历史 — UI 显示压缩边界（小）	Web UI: show a Compaction divider in chat history. (#11341) Thanks @Takhoffman. | 上下文 | compaction 0.85 阈值+保用户消息/工具组
findings-dir	2580	compact	/#2111 token-budget 文件读取二次出现 — 文件读取预算成业界收敛模式	Implement incremental token-budgeted file reading for smarter, more efficient file content retrieval (PR #10052 by @jr | diff 默认折叠为 file chip / 会话列表 sort+f
findings-cand	2210	compact	tools.profile=messaging — 工具 profile 档（C3 族再佐证）	Outbound adapters/plugins: add shared sendPayload support across direct-text-media, Discord, Slack, WhatsApp, Zalo, an | 输入 | 频道消息即输入（Telegram/Discord/Slac
findings-cand	2856	compact	auto-approved cost limits — 按成本上限自动批准（M142 budget 族的治理联动）	Add auto-approved cost limits (thanks @hassoncs!) | 上下文 | ContextUsageInspector 环形/条形用
findings-verify	2781	compact	config include 的 Windows ACL 审计 — 配置文件权限检查（Windows 下 ACL）	Security: properly test Windows ACL audit for config includes. (#2403) Thanks @dominicnunez. | 执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind
findings-dir	2861	compact	/#2215 图片压缩第三次出现 — M137 附件压缩是业界收敛项	Added PDF drag and drop for attachments. (@gitpush-gitpaid) | PDF 上传/读取/预览 + 媒体预览 | 变体（N8 诚实降级；全
findings-cand	2605	compact	附件 reference-vs-upload 选项+持久化去重 — M139 附件持久化族	Unifies file uploads in Web Shell to offer reference or upload options, storing attachments persistently with duplicat | 输入 | TUI composer：`@`文件、`!`shell 直
findings-cand	2499	compact	agentToAgent maxPingPongTurns 上限可配 — delegate 轮数帽	Agents: allow session.agentToAgent.maxPingPongTurns up to 20 while keeping the default at 5 for longer agent-to-agent  | 执行 | 批准模式 PLAN/DEFAULT/AUTO_EDIT/A
findings-dir	3172	compact	LLM-judged hook（自然语言触发条件）— hooks 的语义化变体；我方 hooks 是字符串匹配，此为真方向差异（延迟换灵活性）	New LLM-based Hook type that supports defining trigger conditions using natural language for more flexible workflow co > `harnesses/claude-code.md`；~44 内置工
findings-verify	3164	compact	权限规则重叠/冲突检测（repo-specific vs group prefix）— 我方 policy lattice 有无冲突检测	Overlap detection: Requests containing a repository-specific permission that conflicts with a group prefix permission  | 执行 | exec 批准流（频道原生批准卡+ACP permissi
findings-cand	3136	compact	图片规范化：auto-orient+canonical JPEG overview 返回源尺寸 — M137 的具体规格	Static image reads now return a canonical, auto-oriented JPEG overview with source dimensions to support reliable zoom 18. 图片附件字节嗅探是否覆盖声明 MIME（zip 标 image）
findings-cand	3134	compact	shellCommandPrefix — bash 前缀注入（alias 展开），M121 env 族	Added shellCommandPrefix setting to prepend commands to every bash execution, enabling alias expansion in non-interact | 输入 | 只有 bash 一个工具；v2 工具调用式/v1 文本围栏
findings-verify	2590	compact	SQLite WAL 在网盘上要避免 — 我方 session sqlite 落盘位置是否可能撞网盘（Windows 漫游目录）	Storage and migrations: avoid SQLite WAL on network filesystems, clean reindex artifacts, keep setup state out of work | 开屏 | 桌面 workspace=项目文件夹；Z.ai OAuth
findings-verify	2593	compact	启动校验"至少一个 primary agent enabled" — 空配置防护	Added auth storage backends (FileAuthStorageBackend, InMemoryAuthStorageBackend) and AuthStorage.fromStorage(...) for  | OpenAI OAuth 登录族 | provider auth 变
findings-cand	2715	compact	opt-in tool-output pruning — 工具输出裁剪开关（outspool 族的开关面）	feat(cli): add opt-in tool-output pruning (#3181) (ffee326cc) - CLI 移除 plan mode → 值得注意的反向信号：对方在简化
findings-dir	3290	compact	`/learn` 用户发起 skill 创建 — M110 Skill Workshop 业界佐证（OpenCode 同方向）	feat(cli): add /learn command for user-initiated skill creation (#6440) by @LaZzyMan | 扩展 | 20+ 内建 skill（Office 套件/PDF/浏览
findings-cand	3399	compact	命令面板使用历史持久化/frecency — M127 族	Added the ability to set the default Vim mode. (#25067; thanks @aspiringLich) | 执行 | approval 模式 PLAN/DEFAULT/AUTO
findings-verify	3391	compact	UI error boundary 防白屏 — 我方零构建 UI 的渲染崩溃隔离	feat(web-shell): add error boundaries so a render crash can't white-screen the embed | 钉文件进上下文 | CodeArts `/context add`
findings-cand	3395	compact	symlinked skill 目录 — M111 族	Agent: Added support for symlinked global skill directories. (#58095; thanks David3u) | 扩展 | 无插件/hook/skill；可配：lint/test 命
findings-cand	3396	compact	scan_symlinks 设置 — A1 族的扫描面佐证	Added a scan_symlinks setting to control how symlinked directories are scanned in the project. Options are expanded (d | 执行 | 权限决定 Allow/Allow session or p
findings-verify	3102	compact	空名 tool call 在 dispatch 前拦截 — 畸形 tool_call 防护	Agents: stop blank model-emitted tool calls before dispatch while preserving id-based tool-name recovery, preventing K | 扩展 | hooks（PRE_TOOL/POST_TOOL/POST
findings-dir	3437	compact	autocompact keep_head 保护任务上下文 — 我方压缩已保 goals/decisions	feat(autocompact): add keep_head to protect task context from compaction (#3567) (ab731347b) | 上下文 | compaction 保 goals/decisions
findings-cand	3289	compact	/output-style 切换器 — 输出风格 mid-session 切换（M144 族）	feat(cli): add /output-style command with picker and mid-session switching (#10683) by @qqqys - CLI 移除 plan mode → 值得注意的反向信号：对方在简化
findings-cand	3589	compact	MCP 调用 CircuitBreaker — M130 族的韧性补强	feat(resilience): add CircuitBreaker for flaky MCP/tool calls (#2658) (4be41e539) | MCP 协议版本可配 | N/A 无 MCP |
findings-verify	3749	compact	配置快照脱敏误伤 maxTokens 字段 — 我方 secret 扫描白名单精度	Startup Performance Optimization: Shell snapshot warm-up deferred to post-startup, MCP config reads are deduplicated c | M122 shell 环境快照 | **MISSING** | 无
findings-cand	3613	compact	subagent model/reasoning/concurrency 配置 — delegate 参数面	Stabilized the opt-in multi-agent V2 experience with configurable sub-agent models, reasoning levels, concurrency, res **子 agent 域核查**：abort 不级联 delegate j
findings-dir	3323	compact	retrieval-only corpora（检索不自动注入）再佐证	Adds a retrieval-only context_search tool for external corpora, configured by administrators without automatic recall  | 工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d
findings-cand	3670	compact	timer-based auto-approve follow-ups — ask 超时自动批准档（我方 PAI_ASK_TIMEOUT_MS 在途）	Add timer-based auto approve for follow up questions (thanks @liwilliam2021!) | 执行 | GooseMode 4 档（Auto/Approve/Sm
findings-verify	3884	compact	ML-based prompt injection 检测 — 我方 scanForInjection 是 regex 行锚定；ML 模型检测非本仓依赖方向，但记录业界趋势	Add ML-based prompt injection detection (Add ML-based prompt injection detection  #5623) (9dc548e) | prompt history 200 帽 | **候选（薄）**：输
findings-dir	3796	compact	Jules Suggested Tasks 后台主动扫描仓库 — curator 族佐证（advisory）	Jules can now work proactively in the background to improve your code. With Suggested Tasks, Jules scans your reposito | repo wiki 上传修复 | Repo Wiki 决策项佐证 |
findings-dir	4351	compact	通道默认拒绝+CommandAuthorized：M112 webhook 落地时入站命令必须携带通道计算的授权位，默认拒绝	Security: default-deny slash/control commands unless a channel computed CommandAuthorized (fixes accidental “open” beh | 协作 | Remote Control（手机浏览器控制已开 work
findings-verify	4682	compact	浏览器点击驱动跳转后重跑 blocked-destination 检查：我方 browser 工具的 navigate 闸是否罩点击后的主框导航	Browser/security: re-run blocked-destination safety checks after interaction-driven main-frame navigations from click, | D2 | browser 自动化面 | **做：完整浏览器工具 →
findings-cand	4765	compact	pre_compact 钩事件：压缩前注入上下文——hooks 事件面补一项即落地（低成本）	Added experimental session.compacting hook for pre-compaction context injection | 上下文 | `/compact`+自动压缩+`/context` 组
