idx	novelty	cluster	src	verdict	detail	pass
12743	0.31	models-rou	s6	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	prior
12744	0.31	models-rou	s6	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	prior
12745	0.31	orchestrat	s6	annotated	**缺口小结**: 治理骨架对等甚至更深（lattice+fencing	prior
12746	0.31	other	s6	annotated	长会话分页 | Codex/OpenCode 虚拟滚动 | UI 侧	prior
12747	0.31	other	s6	annotated	## 3. Cursor（Anysphere · IDE fork +	prior
12748	0.31	other	s6	annotated	G9 LLM 权限分类器 | shadow judge 已升级 `P	prior
12749	0.31	remote-clo	s6	annotated	模型 | models.json 目录（指令模板+tool mode	prior
12750	0.31	sandbox-ex	s6	annotated	M65 记忆 scope | **落地**——project/use	prior
12751	0.31	sessions-h	s6	annotated	M124 运行时备份导入 | **MISSING** | fileo	prior
12752	0.31	shell-tool	s6	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
12753	0.31	shell-tool	s6	annotated	tool results 紧随调用即发 | 同构（泵逐条 emit）	prior
12754	0.31	shell-tool	s6	annotated	持久化 | JSONL v3（header+parentId 树）+	prior
12755	0.31	skills-plu	s6	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
12756	0.31	ui-ux	s6	annotated	可见性 | TUI 面板族（files/logs）、工具 pendi	prior
12757	0.31	ui-ux	s6	annotated	平台 | CLI+IDE+Desktop+Web+Mobile+Cl	prior
12758	0.31	approval-g	s5	annotated	provider 连接测试 | Cline `doctor` / 各	prior
12759	0.31	approval-g	s5	annotated	上下文 | AGENTS.md+.goosehints+@file	prior
12760	0.31	attachment	s5	annotated	11. stale agent_end 跨 turn 复用污染	prior
12761	0.31	mcp-tools	s5	annotated	扩展 | **单 manifest 扩展包**（MCP/contex	prior
12762	0.31	mcp-tools	s5	annotated	G10 MCP 客户端 | managed extension 装载	prior
12763	0.31	memory-con	s5	annotated	扩展 | plugin SDK（hooks：config/event	prior
12764	0.31	memory-con	s5	annotated	输入 | slash 命令族（/clear /compact /co	prior
12765	0.31	models-rou	s5	annotated	> `harnesses/opencode.md`；harness-as	prior
12766	0.31	models-rou	s5	annotated	会话 API 200 空体不重试/单次 failover 408 |	prior
12767	0.31	models-rou	s5	annotated	tool results 紧随调用即发 | 同构（泵逐条 emit）	prior
12768	0.31	orchestrat	s5	annotated	协作 | 内置 Agent/Builder/Search subag	prior
12769	0.31	other	s5	annotated	会话 | TUI 内 `/review`（代码评审模式）/`/dif	prior
12770	0.31	other	s5	annotated	M104 turn 导航协议 | **REAL / 超集同构**（外	prior
12771	0.31	security-s	s5	annotated	上下文 | system prompt ~1600 行有序节+**C	prior
12772	0.31	sessions-h	s5	annotated	**缺口小结**: 最厚的可迁移缺口 = **Goal Mode 证据验	prior
12773	0.31	sessions-h	s5	annotated	session origin 过滤（Slack/Web/API/Ji	prior
12774	0.31	sessions-h	s5	annotated	会话 | sessions list/resume/fork；IDE	prior
12775	0.31	shell-tool	s5	annotated	输入 | TUI composer：图片附着、`@`文件、`!`sh	prior
12776	0.31	skills-plu	s5	annotated	skills 显式 allow-list 替换 all-on cat	prior
12777	0.31	ui-ux	s5	annotated	## 16. Crush（Charm · Bubble Tea TUI	prior
12778	0.31	ui-ux	s5	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
12779	0.31	git-pr-ci	s4	annotated	扩展 | **extension converters**（吞 Cl	prior
12780	0.31	models-rou	s4	annotated	可配置超时 | 同构（max_minutes/job timeout	prior
12781	0.31	other	s4	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	prior
12782	0.31	other	s4	annotated	score 4–7 | 19,036 条 | 分层抽样 360 条	prior
12783	0.31	other	s4	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
12784	0.31	other	s4	annotated	Crush | v0.95.0（09-16）：**Plan Mode	prior
12785	0.31	perf	s4	annotated	> **注意**: 外部评审已对 UX 基线裁 ACCEPT/FREEZ	prior
12786	0.31	shell-tool	s4	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
12787	0.31	shell-tool	s4	annotated	执行 | shell 块 `confirm_ask`（y/A 全/S	prior
12788	0.31	skills-plu	s4	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
12789	0.31	skills-plu	s4	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
12790	0.31	skills-plu	s4	annotated	1. **跨会话存活的协调者实体**——今天 task 是信箱，背后是父	prior
12791	0.31	ui-ux	s4	annotated	输入 | TUI composer：图片附着、`@`文件、`!`sh	prior
12792	0.31	ui-ux	s4	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	prior
12793	0.31	ui-ux	s4	annotated	输入 | TUI composer；7 个 profile（ask/	prior
12794	0.31	models-rou	s7	annotated	会话 API 200 空体不重试/单次 failover 408 |	prior
12795	0.31	orchestrat	s7	annotated	会话 | 会话列表可搜可存档可 share（share 链接）+SQ	prior
12796	0.31	sandbox-ex	s7	annotated	执行 | **sandbox 后端注册表**（docker/podm	prior
12797	0.31	skills-plu	s7	annotated	执行 | 第三方 skill 注入风险明示（含 OpenClaw 兼	prior
12798	0.31	memory-con	s6	annotated	G3 定时/调度 | ScheduleStore cron + he	prior
12799	0.31	models-rou	s5	annotated	平台 | CLI+IDE+Desktop+Web+Mobile+Cl	prior
12800	0.31	other	s5	annotated	协作 | 内置 general-purpose+Explore su	prior
12801	0.31	shell-tool	s5	annotated	> `harnesses/openclaw.md`；gateway/se	prior
12802	0.31	shell-tool	s7	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
12803	0.31	api-sdk	s7	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
12804	0.31	approval-g	s7	annotated	上下文 | `/compact`+自动压缩+`/context` 组	prior
12805	0.31	approval-g	s7	annotated	U5 | **自定义 mode/profile** | Roo 工具	prior
12806	0.31	approval-g	s7	annotated	扩展 | hooks 12 事件（SessionStart/PreT	prior
12807	0.31	attachment	s7	annotated	M125 memory 注入拒收 | **落地**（修复完成） |	prior
12808	0.31	bugfix	s7	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
12809	0.31	bugfix	s7	annotated	扩展 | hooks（PromptSubmit/AgentStop/	prior
12810	0.31	memory-con	s7	annotated	持久化 | Crew 持久 sessions/memory/sche	prior
12811	0.31	memory-con	s7	annotated	模型 | 多厂 lineup+TRAE Auto Model 路由+	prior
12812	0.31	models-rou	s7	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
12813	0.31	models-rou	s7	annotated	会话 | sessions list/resume/fork；IDE	prior
12814	0.31	other	s7	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
12815	0.31	other	s7	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
12816	0.31	perf	s7	annotated	协作 | 内置 general-purpose+Explore su	prior
12817	0.31	sessions-h	s7	annotated	M140 Fast Context 子代理 | **REAL (de	prior
12818	0.31	shell-tool	s7	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
12819	0.31	git-pr-ci	s6	annotated	### 28.15 中档批次 2（2026-09-21，commit 5	prior
12820	0.31	attachment	s6	annotated	M138 字节嗅探+BMP | **落地**——magic 重分类	prior
12821	0.31	bugfix	s6	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
12822	0.31	cli-flags	s6	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
12823	0.31	cli-flags	s6	annotated	M120 doctor 诊断子系统 | **PARTIAL / VA	prior
12824	0.31	cli-flags	s6	annotated	扩展 | **in-process TS 扩展**（jiti 免构建	prior
12825	0.31	git-pr-ci	s6	annotated	上下文 | CLAUDE.md 四层（managed/user/pr	prior
12826	0.31	mcp-tools	s6	annotated	M146 持久 always 授权 | **REAL** | `al	prior
12827	0.31	mcp-tools	s6	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
12828	0.31	memory-con	s6	annotated	上下文 | compaction 0.85 阈值+保用户消息/工具组	prior
12829	0.31	models-rou	s6	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
12830	0.31	other	s6	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
12831	0.31	other	s6	annotated	M132 /config 会话内设置 | **MISSING** |	prior
12832	0.31	perf	s6	annotated	上下文 | CODEBUDDY.md 记忆+rules/+agent	prior
12833	0.31	perf	s6	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
12834	0.31	remote-clo	s6	annotated	Crew 按会话选 harness（Claude Code/Code	prior
12835	0.31	remote-clo	s6	annotated	上下文 | auto memory（自写仓级笔记、跨 worktre	prior
12836	0.31	remote-clo	s6	annotated	13. 命令列表非确定性顺序破 prompt cache	prior
12837	0.31	sessions-h	s6	annotated	会话 | `/btw` 只读 side chat（fork 上下文的	prior
12838	0.31	shell-tool	s6	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
12839	0.31	skills-plu	s6	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
12840	0.31	skills-plu	s6	annotated	OS 沙箱 / marketplace / 多客户端 attach	prior
12841	0.31	skills-plu	s6	annotated	扩展 | **extension converters**（吞 Cl	prior
12842	0.31	skills-plu	s6	annotated	平台 | CLI+IDE+Desktop+Web+Mobile+Cl	prior
12843	0.31	skills-plu	s6	annotated	M146 持久 always 授权 | **REAL** | `al	prior
12844	0.31	skills-plu	s6	annotated	扩展 | **extension converters**（吞 Cl	prior
12845	0.31	skills-plu	s6	annotated	**扩展**: managed extensions 机制（manife	prior
12846	0.31	skills-plu	s6	annotated	- M56 per-feature 模型路由（zed×2+--weak-	prior
12847	0.31	ui-ux	s6	annotated	协作 | agent teams 跨会话消息（SendMessage	prior
12848	0.31	ui-ux	s6	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
12849	0.31	ui-ux	s6	annotated	macOS TCC 签名身份持久 | 平台 N/A |	prior
12850	0.31	ui-ux	s6	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	prior
12851	0.31	approval-g	s5	annotated	D5 | mode 粒度加深 | 自行排期 → **已落地** |	prior
12852	0.31	approval-g	s5	annotated	macOS TCC 签名身份持久 | 平台 N/A |	prior
12853	0.31	bugfix	s5	annotated	**缺口小结**: 交互工艺主体已齐；剩余真实缺口 = minimap、	prior
12854	0.31	cli-flags	s5	annotated	P1 | 非视觉模型图片静默丢弃（Crush） | ✅ 已防：N8	prior
12855	0.31	file-edit	s5	annotated	M100 provider fallback 链 | **落地**—	prior
12856	0.31	git-pr-ci	s5	annotated	模型 | models.json 目录（指令模板+tool mode	prior
12857	0.31	git-pr-ci	s5	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	prior
12858	0.31	mcp-tools	s5	annotated	M82 MCP prompts 上浮 | **落地**——promp	prior
12859	0.31	mcp-tools	s5	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	prior
12860	0.31	mcp-tools	s5	annotated	**出口**: export HTML；审计导出。无 PR/commit	prior
12861	0.31	mcp-tools	s5	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	prior
12862	0.31	memory-con	s5	annotated	持久化 | Crew 持久 sessions/memory/sche	prior
12863	0.31	models-rou	s5	annotated	模型请求切模式 | Claude `ExitPlanMode`（模型	prior
12864	0.31	models-rou	s5	annotated	模型 | Anthropic/OpenAI/开源 lineup+Au	prior
12865	0.31	models-rou	s5	annotated	开屏 | `/doctor` 自检、`/init` 写 CLAUDE	prior
12866	0.31	orchestrat	s5	annotated	- resumable subagent 失败（task_id 续跑）/	prior
12867	0.31	other	s5	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
12868	0.31	other	s5	annotated	协作 | `task` 工具子会话（parentID+权限派生+深度	prior
12869	0.31	other	s5	annotated	Sessions Wake as You Type | N/A（本地	prior
12870	0.31	other	s5	annotated	M130 MCP list_changed | **REAL** |	prior
12871	0.31	other	s5	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
12872	0.31	other	s5	annotated	**输入/composer**: 多行输入、Shift+Enter 换行	prior
12873	0.31	perf	s5	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	prior
12874	0.31	remote-clo	s5	annotated	协作 | Remote Control（手机浏览器控制已开 work	prior
12875	0.31	sandbox-ex	s5	annotated	会话 | `codex resume/fork/queue/arch	prior
12876	0.31	scheduling	s5	annotated	G3 | **定时/调度任务**（cron、scheduled ru	prior
12877	0.31	sessions-h	s5	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
12878	0.31	sessions-h	s5	annotated	持久化 | 会话+索引对象+usage 统计（per-seat to	prior
12879	0.31	sessions-h	s5	annotated	D4 | Guardian 独立复审 | **做：现在就升 → 已落	prior
12880	0.31	shell-tool	s5	annotated	扩展 | agents/modes/commands md 文件定义	prior
12881	0.31	shell-tool	s5	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
12882	0.31	skills-plu	s5	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	prior
12883	0.31	ui-ux	s5	annotated	输入 | TUI composer：图片附着、`@`文件、`!`sh	prior
12884	0.31	ui-ux	s5	annotated	**缺口小结**: 我方上游身体的强项（session 树/rpc/扩展	prior
12885	0.31	ui-ux	s5	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
12886	0.31	ui-ux	s5	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
12887	0.31	ui-ux	s5	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
12888	0.31	ui-ux	s5	annotated	执行 | 权限决定 Allow/Allow session or p	prior
12889	0.31	api-sdk	s4	annotated	开屏 | `/doctor` 自检、`/init` 写 CLAUDE	prior
12890	0.31	api-sdk	s4	annotated	M9 | ~~http-bridge POST 无 Origin/S	prior
12891	0.31	approval-g	s4	annotated	输入 | 消息式 UI；confirmation 模式（动作挂 AW	prior
12892	0.31	approval-g	s4	annotated	G9 | **LLM 权限分类器**（smart approve：模	prior
12893	0.31	attachment	s4	annotated	18. 图片附件字节嗅探是否覆盖声明 MIME（zip 标 image）	prior
12894	0.31	bugfix	s4	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
12895	0.31	bugfix	s4	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	prior
12896	0.31	bugfix	s4	annotated	模型 | models.json 目录（指令模板+tool mode	prior
12897	0.31	bugfix	s4	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
12898	0.31	bugfix	s4	annotated	macOS TCC 签名身份持久 | 平台 N/A |	prior
12899	0.31	bugfix	s4	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
12900	0.31	git-pr-ci	s4	annotated	开屏 | web GUI 会话管理+CLI+headless `-t	prior
12901	0.31	git-pr-ci	s4	annotated	会话 | `/side` `/btw` 临时旁路会话（读主历史为上下	prior
12902	0.31	git-pr-ci	s4	annotated	**缺口小结**: 我方上游身体的强项（session 树/rpc/扩展	prior
12903	0.31	mcp-tools	s4	annotated	模型 | models.json 目录（指令模板+tool mode	prior
12904	0.31	mcp-tools	s4	annotated	**缺口小结**: 可迁移 = **profile 族+安全标签**、r	prior
12905	0.31	memory-con	s4	annotated	输入 | `/tangent` 旁路 fork 会话、`/conte	prior
12906	0.31	memory-con	s4	annotated	扩展 | skills 中心+zip 上传+自定义 agent（co	prior
12907	0.31	memory-con	s4	annotated	上下文 | compaction=隐藏 agent 跑固定节模板（O	prior
12908	0.31	memory-con	s4	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	prior
12909	0.31	models-rou	s4	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
12910	0.31	models-rou	s4	annotated	> `harnesses/openclaw.md`；gateway/se	prior
12911	0.31	orchestrat	s4	annotated	协作 | 内置 Agent/Builder/Search subag	prior
12912	0.31	other	s4	annotated	M109 选区"Add to chat" | **MISSING**	prior
12913	0.31	other	s4	annotated	7. secret redaction 是否误伤合法内容+错误堆栈/me	prior
12914	0.31	other	s4	annotated	**缺口小结**: 形态外（云 VM/蓝图/集成面）占半；真实可迁移 =	prior
12915	0.31	other	s4	annotated	上下文 | system prompt ~1600 行有序节+**C	prior
12916	0.31	other	s4	annotated	开屏 | `/doctor` 自检、`/init` 写 CLAUDE	prior
12917	0.31	other	s4	annotated	上下文 | ChatSummary 递归减半压缩+weak_mode	prior
12918	0.31	other	s4	annotated	输入 | Agent 面板 composer + inline ed	prior
12919	0.31	remote-clo	s4	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
12920	0.31	sandbox-ex	s4	annotated	执行 | Agent 模式可自发 task plan 求确认；SOL	prior
12921	0.31	scheduling	s4	annotated	M99 workers 页 | **部分 / FUNCTIONAL	prior
12922	0.31	sessions-h	s4	annotated	执行 | `token-meter`/`llm-retry`（ret	prior
12923	0.31	sessions-h	s4	annotated	会话 | **checkpoints：恢复同时回卷文件+会话上下文*	prior
12924	0.31	sessions-h	s4	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	prior
12925	0.31	shell-tool	s4	annotated	N9 | 完成/待批准声音提醒（opt-in terminal be	prior
12926	0.31	shell-tool	s4	annotated	M122 shell 环境快照 | **MISSING** | 无	prior
12927	0.31	shell-tool	s4	annotated	U12 | **fsmonitor/git 上下文卫生** | Vi	prior
12928	0.31	shell-tool	s4	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	prior
12929	0.31	ui-ux	s4	annotated	模型能力声明 | Codex models.json | `mode	prior
12930	0.31	ui-ux	s4	annotated	模型 | Auto=Cursor Router 路由；Compose	prior
12931	0.30	mcp-tools	s7	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
12932	0.30	memory-con	s7	annotated	M125 memory 注入拒收 | **落地**（修复完成） |	prior
12933	0.30	models-rou	s7	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
12934	0.30	mcp-tools	s6	annotated	**缺口小结**: 真实可迁移缺口 = **agent teams（常驻	prior
12935	0.30	mcp-tools	s6	annotated	tool results 紧随调用即发 | 同构（泵逐条 emit）	prior
12936	0.30	scheduling	s6	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
12937	0.30	sessions-h	s6	annotated	输入 | 频道消息即输入（Telegram/Discord/Slac	prior
12938	0.30	sessions-h	s6	annotated	上下文 | QWEN_DIR/Qwen memory+imports	prior
12939	0.30	shell-tool	s6	annotated	> `harnesses/openclaw.md`；gateway/se	prior
12940	0.30	mcp-tools	s5	annotated	模型 | models.json 目录（指令模板+tool mode	prior
12941	0.30	models-rou	s5	annotated	## 5. Devin（Cognition · Cloud VM ses	prior
12942	0.30	orchestrat	s5	annotated	协作 | subagents（.claude/agents md+f	prior
12943	0.30	other	s5	annotated	tool results 紧随调用即发 | 同构（泵逐条 emit）	prior
12944	0.30	other	s5	annotated	CodeBuddy 本地 gateway 跨域 POST | ~~复	prior
12945	0.30	sessions-h	s5	annotated	restore 不覆盖外部改动 | ZCode 安全 checkpo	prior
12946	0.30	sessions-h	s5	annotated	兼容 agent 目录 | Cursor `.cursor/agen	prior
12947	0.30	orchestrat	s4	annotated	开屏 | `opencode` 进 TUI+`opencode ru	prior
12948	0.30	mcp-tools	s4	annotated	- M89 会话导入 Claude Code/Codex/opencod	prior
12949	0.30	models-rou	s4	annotated	provider 连接测试 | Cline `doctor` / 各	prior
12950	0.30	skills-plu	s4	annotated	M111 skill 根目录热更新 | **PARTIAL / 收窄	prior
12951	0.30	scheduling	s7	annotated	会话 | sessions list/resume/fork；IDE	prior
12952	0.30	git-pr-ci	s7	annotated	ZCode | 3.14.0（09-19）：**Dynamic Wo	prior
12953	0.30	api-sdk	s7	annotated	平台 | IDE+CLI（ACP server）+Cloud | ⛔	prior
12954	0.30	approval-g	s7	annotated	M110 Skill Workshop | **MISSING**	prior
12955	0.30	bugfix	s7	annotated	上下文 | `/compact`+自动压缩+`/context` 组	prior
12956	0.30	cli-flags	s7	annotated	开屏 | `mini -t "task" --yolo`+confi	prior
12957	0.30	cli-flags	s7	annotated	上下文 | 上下文文件拦截注入标记（`_scan_context_c	prior
12958	0.30	file-edit	s7	annotated	模型 | models.json 目录（指令模板+tool mode	prior
12959	0.30	git-pr-ci	s7	annotated	开屏 | web GUI 会话管理+CLI+headless `-t	prior
12960	0.30	mcp-tools	s7	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	prior
12961	0.30	memory-con	s7	annotated	`memory search --format inject --t	prior
12962	0.30	memory-con	s7	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
12963	0.30	models-rou	s7	annotated	hook 事件族扩展 | Claude Code/Codex/Kir	prior
12964	0.30	models-rou	s7	annotated	**开屏/入口**: 无模型时 setup 引导卡接管空态（provid	prior
12965	0.30	models-rou	s7	annotated	OpenAI OAuth 登录族 | provider auth 变	prior
12966	0.30	orchestrat	s7	annotated	## 5. Devin（Cognition · Cloud VM ses	prior
12967	0.30	other	s7	annotated	M126 输入框 Ctrl+Z | **PARTIAL / BROW	prior
12968	0.30	other	s7	annotated	**缺口小结**: 最厚的可迁移缺口 = **Goal Mode 证据验	prior
12969	0.30	other	s7	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
12970	0.30	remote-clo	s7	annotated	协作 | `/handoff` 打包会话+repo+branch+d	prior
12971	0.30	remote-clo	s7	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
12972	0.30	sandbox-ex	s7	annotated	执行 | **OS 沙箱**：Landlock/Bubblewrap	prior
12973	0.30	sandbox-ex	s7	annotated	## 2. Claude Code（Anthropic · CLI/ID	prior
12974	0.30	sandbox-ex	s7	annotated	执行 | 权限=capability×effect(deny>ask	prior
12975	0.30	sessions-h	s7	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
12976	0.30	sessions-h	s7	annotated	> `harnesses/openclaw.md`；gateway/se	prior
12977	0.30	sessions-h	s7	annotated	会话 | Fork 自任一已完成 assistant 消息（继承历史	prior
12978	0.30	shell-tool	s7	annotated	执行 | shell 块 `confirm_ask`（y/A 全/S	prior
12979	0.30	shell-tool	s7	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	prior
12980	0.30	shell-tool	s7	annotated	执行 | shell 块 `confirm_ask`（y/A 全/S	prior
12981	0.30	skills-plu	s7	annotated	协作 | **cline-hub**：detached daemon	prior
12982	0.30	skills-plu	s7	annotated	扩展 | skills/plugins（兼容 Claude Code	prior
12983	0.30	skills-plu	s7	annotated	模型 | LiteLLM 100+ provider+tenacit	prior
12984	0.30	ui-ux	s7	annotated	## 8. Kiro（AWS · IDE + kiro-cli + We	prior
12985	0.30	other	s6	annotated	执行 | approval 模式 PLAN/DEFAULT/AUTO	prior
12986	0.30	api-sdk	s6	annotated	workflow 取消/恢复被拒时显示原因 | 同构（structu	prior
12987	0.30	approval-g	s6	annotated	> **证据口径**: 对方功能以 `harnesses/<name>.	prior
12988	0.30	attachment	s6	annotated	会话 | 会话列表（置顶/今天/昨天/7天/14天分组+状态点+ho	prior
12989	0.30	cli-flags	s6	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
12990	0.30	git-pr-ci	s6	annotated	### 28.15 中档批次 2（2026-09-21，commit 5	prior
12991	0.30	git-pr-ci	s6	annotated	Crush | v0.95.0（09-16）：**Plan Mode	prior
12992	0.30	mcp-tools	s6	annotated	M130 MCP list_changed | **REAL** |	prior
12993	0.30	memory-con	s6	annotated	P3 | **LLM 判官** | **仅 Shadow/Secon	prior
12994	0.30	memory-con	s6	annotated	`memory search --format inject --t	prior
12995	0.30	memory-con	s6	annotated	**缺口小结**: 可迁移 = **LLM 判环检测**、trust-g	prior
12996	0.30	models-rou	s6	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
12997	0.30	models-rou	s6	annotated	per-delegation cost 进结果 | 同构（child	prior
12998	0.30	models-rou	s6	annotated	OpenAI OAuth 登录族 | provider auth 变	prior
12999	0.30	orchestrat	s6	annotated	上下文 | compaction 0.85 阈值+保用户消息/工具组	prior
13000	0.30	orchestrat	s6	annotated	> `harnesses/openclaw.md`；gateway/se	prior
13001	0.30	other	s6	annotated	可配置超时 | 同构（max_minutes/job timeout	prior
13002	0.30	other	s6	annotated	执行 | **OS 沙箱**：Landlock/Bubblewrap	prior
13003	0.30	other	s6	annotated	扩展 | skills 中心+zip 上传+自定义 agent（co	prior
13004	0.30	other	s6	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
13005	0.30	other	s6	annotated	模型 | models.json 目录（指令模板+tool mode	prior
13006	0.30	remote-clo	s6	annotated	协作 | Remote Control（手机浏览器控制已开 work	prior
13007	0.30	remote-clo	s6	annotated	协作 | Remote Development：SSH/WSL/Do	prior
13008	0.30	remote-clo	s6	annotated	开屏 | 桌面 workspace=项目文件夹；Z.ai OAuth	prior
13009	0.30	sandbox-ex	s6	annotated	距 Projects 形态的真实缺口（不是"地基不够"，是三个具体原语）	prior
13010	0.30	sessions-h	s6	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	prior
13011	0.30	sessions-h	s6	annotated	会话 | per-session messages.jsonl+me	prior
13012	0.30	sessions-h	s6	annotated	输入 | steer（打断偏置）+follow_up 队列；cust	prior
13013	0.30	sessions-h	s6	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
13014	0.30	sessions-h	s6	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
13015	0.30	shell-tool	s6	annotated	Codebuddy | 密集 CLI release（v2.97.0	prior
13016	0.30	shell-tool	s6	annotated	**缺口小结**: 可迁移 = **profile 族+安全标签**、r	prior
13017	0.30	shell-tool	s6	annotated	M5 | job stdout/stderr 事件入库前 secre	prior
13018	0.30	shell-tool	s6	annotated	上下文 | `code` 工具（tree-sitter+LSP 结构	prior
13019	0.30	shell-tool	s6	annotated	会话 | 任务列表（workspace/分组/时间线视图+搜索+3/	prior
13020	0.30	skills-plu	s6	annotated	18. 图片附件字节嗅探是否覆盖声明 MIME（zip 标 image）	prior
13021	0.30	skills-plu	s6	annotated	扩展 | hooks ~30 事件（Pre/PostToolUse、	prior
13022	0.30	ui-ux	s6	annotated	开屏 | OpenAI 登录/API key；`/init` 写 A	prior
13023	0.30	ui-ux	s6	annotated	协作 | thread-tree 多 agent（父↔子同队列通信+	prior
13024	0.30	approval-g	s5	annotated	**缺口小结**: 我方上游身体的强项（session 树/rpc/扩展	prior
13025	0.30	api-sdk	s5	annotated	M85/M88 /add-dir | **已有**——workspa	prior
13026	0.30	approval-g	s5	annotated	macOS TCC 签名身份持久 | 平台 N/A |	prior
13027	0.30	approval-g	s5	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
13028	0.30	approval-g	s5	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
13029	0.30	approval-g	s5	annotated	输入 | plan-mode（`plan-mode` 服务+`exi	prior
13030	0.30	approval-g	s5	annotated	> `harnesses/devin.md`；session=独立 VM	prior
13031	0.30	attachment	s5	annotated	Live Voice Mode | 边界（语音 UX 非范围） |	prior
13032	0.30	attachment	s5	annotated	Live Voice Mode | 边界（语音 UX 非范围） |	prior
13033	0.30	attachment	s5	annotated	N8 | ✅ 已有 | 附着按**当前模型** `input` 模态	prior
13034	0.30	bugfix	s5	annotated	持久化 | 会话+索引对象+usage 统计（per-seat to	prior
